ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2906978,agency bill,代理行票據,,代理期票,國際企業組,2017-03-23
2906979,agency commission,代理佣金,,代理手续费；佣金,國際企業組,2017-03-23
2906980,agency endorsement,委任背書,,代理背书,國際企業組,2017-03-23
2906981,agent bank,代理銀行,,代理银行,國際企業組,2017-03-23
2906982,agio,折扣；貼水,,折扣,國際企業組,2017-03-23
2906983,Agreement on Exchange Guarantees,外匯保證協定,,外汇保值协定,國際企業組,2017-03-23
2906984,all risks insurance; A/R,全險,,全险,國際企業組,2017-03-23
2906985,all risks policy,全險保單,,综合险保单,國際企業組,2017-03-23
2906986,allocated quota,分配配額,,分配配额,國際企業組,2017-03-23
2906987,alongside B/L,船邊交貨提單,,船边交货提单,國際企業組,2017-03-23
2906988,alongside bill of lading {=alongside B/L},船邊交貨提單,,船边交货提单,國際企業組,2017-03-23
2906989,alongside delivery,船邊交貨,,船边交货,國際企業組,2017-03-23
2906990,alteration of destination fee,卸貨港變更費用,,卸货港费用变更,國際企業組,2017-03-23
2906992,American Stock Exchange,美國證券交易所,,美国股票交易所,國際企業組,2017-03-23
2906993,Amsterdam Stock Exchange,阿姆斯特丹股票交易所,,阿姆斯特丹股票交易所,國際企業組,2017-03-23
2906994,ancillary credit,轉開信用狀；背對背信用狀,,从属信用证,國際企業組,2017-03-23
2906995,Annecy Round,安訥西回合,,阿讷西回合,國際企業組,2017-03-23
2906996,anti-dumping,反傾銷,,反倾销,國際企業組,2017-03-23
2906997,anti-dumping duty,反傾銷稅,,反倾销税,國際企業組,2017-03-23
2906998,anti-dumping law,反傾銷法,,反倾销法,國際企業組,2017-03-23
2906999,anti-dumping tariff,反傾銷關稅,,反倾销关税税则,國際企業組,2017-03-23
2907000,application for export,出口報單；出口申報書,,出口申请[书],國際企業組,2017-03-23
2907001,application for import,進口報單；進口申報書,,进口申请[书],國際企業組,2017-03-23
2907002,application for insurance,保險要保書,,投保申请书,國際企業組,2017-03-23
2907003,application for letter of credit,開發信用證申請書,,信用证开证申请书,國際企業組,2017-03-23
2907004,application for negotiation of draft under letter of credit,出口押匯申請書,,出口押汇申请书,國際企業組,2017-03-23
2907005,application for transference of L/C,信用狀轉讓申請書,,信用证转让申请书,國際企業組,2017-03-23
2907006,apply for collection,託收申請,,托收,國際企業組,2017-03-23
2907007,apply for remittance,匯款申請；託匯,,托汇,國際企業組,2017-03-23
2907008,apply to the customs,報關,,报关,國際企業組,2017-03-23
2907009,appointed foreign exchange bank,外匯指定銀行,,指定外汇银行,國際企業組,2017-03-23
2907010,appreciation of currency,貨幣升值,,货币升值,國際企業組,2017-03-23
2907011,arbitrage,套利；套匯,,套利,國際企業組,2017-03-23
2907012,arbitrage transaction,套匯交易；套利交易,,套汇交易,國際企業組,2017-03-23
2907013,arrival of the goods (AOG),貨物到達,,货物到达,國際企業組,2017-03-23
2907014,artificial trade barrier,人爲的貿易障礙,,人为贸易壁垒,國際企業組,2017-03-23
2907015,Asian Dollar Market,亞洲美元市場,,亚洲美元市场,國際企業組,2017-03-23
2907016,asked price,賣方要價,,卖方开价；要价,國際企業組,2017-03-23
2907017,assignable credit,可轉讓信用狀,,可转让信用证,國際企業組,2017-03-23
2907018,Association of British Chambers of Commerce,英國商會聯合會,,英国商会联合会,國際企業組,2017-03-23
2907019,Atlantic Free Trade Area,大西洋自由貿易區,,大西洋自由贸易区,國際企業組,2017-03-23
2907020,authorized agent,指定代理人,,指定代理人,國際企業組,2017-03-23
2907021,authorized bank [for exchange operation],指定[外匯交易]銀行,,指定[外汇交易]银行,國際企業組,2017-03-23
2907022,authorized dealer,授權經銷商,,特许经销商,國際企業組,2017-03-23
2907023,authorized foreign exchange bank,外匯指定銀行,,核准的外汇银行,國際企業組,2017-03-23
2907024,automatic import quota system {=AIQ},自動進口配額制度,,自动进口配额制,國際企業組,2017-03-23
2907025,back-to-back [letter of] credit,對開信用狀；背對背信用狀,,对开信用证；背对背信用证,國際企業組,2017-03-23
2907026,back-to-back credit export first,輸出爲先的對開信用狀,,输出为先的对开信用证,國際企業組,2017-03-23
2907027,back-to-back credit import first,輸入爲先的對開信用狀,,输入为先的对开信用证,國際企業組,2017-03-23
2907028,back-to-back loan,背對背貸款,,背对背贷款,國際企業組,2017-03-23
2907029,backwardation,延期交割費,,交割延期费,國際企業組,2017-03-23
2907030,balance of payments,國際收支,,[国际]收支差额,國際企業組,2017-03-23
2907031,balance of payments deficit,國際收支逆差,,,國際企業組,2017-03-23
2907032,balance of payments surplus,國際收支順差,,国际收支盈余,國際企業組,2017-03-23
2907033,balance of trade,貿易帳,,贸易差额,國際企業組,2017-03-23
2907034,bank acceptance,銀行承兌匯票,,银行承兑汇票,國際企業組,2017-03-23
2907035,bank accommodation,銀行資金融通,,银行融通,國際企業組,2017-03-23
2907036,Bank Charter Act of 1844,1844年銀行特許條例,,1844年银行特许法,國際企業組,2017-03-23
2907037,bank check,銀行支票；銀行本票,,银行本票,國際企業組,2017-03-23
2907038,bank cheque,[英]銀行支票；[英]銀行本票,,银行支票,國際企業組,2017-03-23
2907039,bank demand [draft],銀行即期匯票,,银行即期汇票,國際企業組,2017-03-23
2907040,Bank for International Settlement,國際清算銀行,,国际清算银行,國際企業組,2017-03-23
2907041,Bank of Canada,加拿大銀行,,加拿大银行,國際企業組,2017-03-23
2907042,Bank of England,英格蘭銀行,,英格兰银行,國際企業組,2017-03-23
2907043,Bank of France,法蘭西銀行,,法兰西银行,國際企業組,2017-03-23
2907044,Bank of Japan,日本銀行,,,國際企業組,2017-03-23
2907045,Bank of Japan,日本銀行,,日本银行,國際企業組,2017-03-23
2907046,Bank of Tokyo (Ltd.),東京銀行,,东京银行,國際企業組,2017-03-23
2907047,bank remittance,銀行匯款,,银行汇款,國際企業組,2017-03-23
2907048,bank run,擠兌,,银行挤兑,國際企業組,2017-03-23
2907049,bank telegraphic transfer,銀行電匯,,银行电汇,國際企業組,2017-03-23
2907050,banker’s acceptance,銀行承兌票據,,银行承兑票据,國際企業組,2017-03-23
2907051,banker’s letter of credit,銀行信用狀,,银行信用证,國際企業組,2017-03-23
2907052,banker’s order,銀行本票,,银行本票,國際企業組,2017-03-23
2907053,Banking Act of 1933,1933年銀行法案,,1933年银行法,國際企業組,2017-03-23
2907054,Banking Act of 1935,1935年銀行法案,,1935年银行法,國際企業組,2017-03-23
2907055,bare contract,無保證合約；無條件契約,,无担保合同,國際企業組,2017-03-23
2907056,Baring Crisis,霸菱危機,,巴林危机,國際企業組,2017-03-23
2907057,barrier to entry,進入障礙,,进入壁垒,國際企業組,2017-03-23
2907058,barrier to trade,貿易障礙；貿易壁壘,,贸易壁垒,國際企業組,2017-03-23
2907060,Basel Agreement,巴塞爾協定,,巴塞尔协议,國際企業組,2017-03-23
2907061,Basle Committee on Banking Supervision,巴塞爾銀行監管委員會,,巴塞尔银行监管委员会,國際企業組,2017-03-23
2907062,bear market,空頭市場；熊市,,熊市,國際企業組,2017-03-23
2907063,Berne Union,伯恩聯盟,,伯尔尼同盟,國際企業組,2017-03-23
2907064,bid and asked price,買價和賣價,,出价和要价,國際企業組,2017-03-23
2907065,bilateral arbitrage,雙邊套利,,双边套利,國際企業組,2017-03-23
2907066,bilateral clearing,雙邊清算,,双边清算,國際企業組,2017-03-23
2907067,bilateral import quota,雙邊進口配額,,双边进口配额,國際企業組,2017-03-23
2907068,bilateral safeguard clause,雙邊防衛條款,,双边保护条款,國際企業組,2017-03-23
2907069,bill at sight,見票即付匯票,,见票即付汇票,國際企業組,2017-03-23
2907070,bill collection,票據託收,,票据托收,國際企業組,2017-03-23
2907071,bill for negotiation,可轉讓匯票；押匯匯票,,转让汇票,國際企業組,2017-03-23
2907072,bill of clearance,結關單,,结关单,國際企業組,2017-03-23
2907073,bill of entry,報關單,,报关单,國際企業組,2017-03-23
2907074,bill of exchange,匯票,,汇票,國際企業組,2017-03-23
2907075,bill of exchange drawn under a documentary credit,跟單匯票,,按跟单信用证所开的汇票,國際企業組,2017-03-23
2907076,bill of lading,提單,,提单,國際企業組,2017-03-23
2907077,bill of sufferance,免稅單,,免税单,國際企業組,2017-03-23
2907078,bill on demand,即期匯票；見票即付,,即期汇票,國際企業組,2017-03-23
2907079,bill payable by stated installment,分期付款匯票,,分期付款汇票,國際企業組,2017-03-23
2907080,bimetallic standard,複本位制,,金银复本位制,國際企業組,2017-03-23
2907081,black market exchange rate,黑市外匯匯率,,黑市外汇汇率,國際企業組,2017-03-23
2907082,Black-Scholes Pricing Model for Option,布萊克－蕭斯選擇權定價模型,,布莱克－斯科尔斯期权定价模型,國際企業組,2017-03-23
2907083,blank bill of lading,空白提單,,无记名提单,國際企業組,2017-03-23
2907084,blanket contract,概括合約,,一揽子合同,國際企業組,2017-03-23
2907085,blanket insurance policy,概括保險單,,总括保险单,國際企業組,2017-03-23
2907086,blanket order,概括訂貨單,,总括订货单,國際企業組,2017-03-23
2907087,block offer,成批報價,,成批报价,國際企業組,2017-03-23
2907088,blue chip rate,優惠利率,,优惠利率,國際企業組,2017-03-23
2907089,Board of Trade,商品交易所,,商品交易所,國際企業組,2017-03-23
2907090,bond account,債券帳戶,,债券账户,國際企業組,2017-03-23
2907091,bond bearer,不記名債券,,不记名债券,國際企業組,2017-03-23
2907092,bond broker,債券經紀人,,债券经纪人,國際企業組,2017-03-23
2907093,bond buy-back,債券贖回,,债券回购,國際企業組,2017-03-23
2907095,bond collateral,擔保債券；有擔保的債券,,担保债券,國際企業組,2017-03-23
2907096,bond collateral loan,債券質押借款,,债券担保贷款,國際企業組,2017-03-23
2907097,bond fund,公債基金；債券基金,,公债基金,國際企業組,2017-03-23
2907098,bond indexes,債券指數,,债券指数,國際企業組,2017-03-23
2907099,bond issue at discount,折價發行債券,,折价发行债券,國際企業組,2017-03-23
2907100,bond issue at premium,溢價發行債券,,溢价发行债券,國際企業組,2017-03-23
2907101,bond of credit,信用擔保債券,,信贷担保债券,國際企業組,2017-03-23
2907102,bonded area,保稅區,,保税区,國際企業組,2017-03-23
2907103,bonded cargo,保稅貨物,,保税货物,國際企業組,2017-03-23
2907104,bonded factory,保稅工廠,,保税工厂,國際企業組,2017-03-23
2907105,bonded goods,保稅貨物,,保税货物,國際企業組,2017-03-23
2907106,bonded port,保稅港,,保税港,國際企業組,2017-03-23
2907107,bonded processing,保稅加工,,保税加工,國際企業組,2017-03-23
2907108,bonded processing trade,保稅加工貿易,,保税加工贸易,國際企業組,2017-03-23
2907109,bonded store,保稅商店,,保税库,國際企業組,2017-03-23
2907110,bonded system,保稅制度,,保税制度,國際企業組,2017-03-23
2907111,border tax,邊境稅,,边境税,國際企業組,2017-03-23
2907112,border trade,邊境貿易,,边境贸易,國際企業組,2017-03-23
2907113,bought and sold note,買賣清單；股票買賣通知書,,买卖清单,國際企業組,2017-03-23
2907114,branch banking,分支銀行制,,,國際企業組,2017-03-23
2907115,branch organization,分支機構,,分支机构,國際企業組,2017-03-23
2907116,brand royalty,商標使用費,,商标使用费,國際企業組,2017-03-23
2907117,breach of contract,違約,,违反合同,國際企業組,2017-03-23
2907118,Bretton Woods System,布列敦森林制度,,布雷顿森林体系,國際企業組,2017-03-23
2907119,British Council for Promotion of International Trade,英國國際貿易促進委員會,,英国国际贸易促进委员会,國際企業組,2017-03-23
2907120,broker agent,經紀人兼代理人,,经纪人兼代理人,國際企業組,2017-03-23
2907121,brokerage commission,經紀人佣金；經紀人委員會,,经纪人佣金,國際企業組,2017-03-23
2907122,brokerage fee,經紀費用,,经纪人手续费；经纪人佣金,國際企業組,2017-03-23
2907123,buffer fund,平準基金,,平准基金,國際企業組,2017-03-23
2907124,"Build, Own and Transfer {=BOT}",建造、擁有及轉讓,,建造、拥有及转让,國際企業組,2017-03-23
2907125,bulk order,大批量訂單,,大批量订单,國際企業組,2017-03-23
2907126,bulk purchase,整批採購,,整批采购,國際企業組,2017-03-23
2907127,bulk sale,整批出售；躉售,,整批出售,國際企業組,2017-03-23
2907128,bull bear,多頭-空頭,,多头-空头,國際企業組,2017-03-23
2907130,bullet loan,一次性償還貸款,,一次性偿还贷款,國際企業組,2017-03-23
2907131,Bundesbank,德意志聯邦銀行,,德国联邦银行,國際企業組,2017-03-23
2907132,business income tax,企業所得稅,,商业所得税,國際企業組,2017-03-23
2907133,business loan,企業貸款,,商业贷款,國際企業組,2017-03-23
2907134,buyer’s usance credit,買方遠期信用狀,,买方远期信用证,國際企業組,2017-03-23
2907135,buying commission,購貨佣金,,购货佣金,國際企業組,2017-03-23
2907136,buying offer,購貨報價,,购买要约；买方发盘,國際企業組,2017-03-23
2907137,buying rate for sight bill,即期匯票買入價,,即期汇票买入价,國際企業組,2017-03-23
2907138,buying rate for time bill,期票買入價,,期票买入价,國際企業組,2017-03-23
2907139,buying rate for usance bill,遠期匯票買入價,,远期汇票买入价,國際企業組,2017-03-23
2907140,cable credit,電報信用狀,,电报信用证,國際企業組,2017-03-23
2907141,cable rate,電匯匯率,,电汇汇率,國際企業組,2017-03-23
2907142,cable transfer,電匯,,电汇,國際企業組,2017-03-23
2907143,call for bid,招標通知,,招标通知,國際企業組,2017-03-23
2907144,call for tenders,招標,,招标,國際企業組,2017-03-23
2907146,call loan,活期貸款；通知貸款,,通知放款,國際企業組,2020-04-01
2907147,call loan rate,活期貸款利率；通知貸款利率,,活期贷款利率,國際企業組,2017-03-23
2907148,call market,拆借市場,,拆借市场；短期货款市场,國際企業組,2017-03-23
2907149,call money market,拆款市場,,活期放款市场,國際企業組,2017-03-23
2907150,call option,買入選擇權,,承购权,國際企業組,2017-03-23
2907151,cancelled check,註銷支票,,注销支票,國際企業組,2017-03-23
2907152,cancelled cheque,註銷支票,,注销支票,國際企業組,2017-03-23
2907153,capital account,資本帳,,资本账户,國際企業組,2017-03-23
2907154,capital account balance,資本帳餘額,,资本项目收支差额,國際企業組,2017-03-23
2907155,capital adequacy,資本適足率；資本適足性,,资本充足率,國際企業組,2017-03-23
2907156,capital and liability ratio,資本負債比率,,资本负债比率,國際企業組,2017-03-23
2907157,capital asset ratio,資本－資產比率,,资本－资产比率,國際企業組,2017-03-23
2907158,capital export,資本輸出,,资本输出,國際企業組,2017-03-23
2907159,capital financing,資本融通,,资本融通,國際企業組,2017-03-23
2907160,capital flight,資金外逃,,资本外逃,國際企業組,2017-03-23
2907161,capital flow,資本流動,,资本流动,國際企業組,2017-03-23
2907162,capital formation,資本形成,,资本形成,國際企業組,2017-03-23
2907164,capital gain and loss,資本損益,,资本损益,國際企業組,2017-03-23
2907165,capital import,資本輸入,,资本输入,國際企業組,2017-03-23
2907166,capital income ratio,資本所得比率,,资本所得比率,國際企業組,2017-03-23
2907167,capital inflow,資本流入,,资本流入,國際企業組,2017-03-23
2907168,capital input,資本投入,,资本投入,國際企業組,2017-03-23
2907169,capital intensive economy,資本密集型經濟,,资本密集型经济,國際企業組,2017-03-23
2907170,capital intensive goods,資本密集型商品,,资本密集型商品,國際企業組,2017-03-23
2907172,capital intensive technique,資本密集型技術,,资本密集型技术,國際企業組,2017-03-23
2907173,capital market,資本市場,,资本市场,國際企業組,2017-03-23
2907174,capital redemption reserve fund,資本償還準備金,,资本偿还准备基金,國際企業組,2017-03-23
2907175,capital stock premium,股本溢價,,股本溢价,國際企業組,2017-03-23
2907176,capital structure,資本結構,,资本结构,國際企業組,2017-03-23
2907177,capital turnover,資本週轉；資本週轉率,,资本周转,國際企業組,2017-03-23
2907178,Caribbean Common Market {=CCM},加勒比海共同市場,,加勒比共同市场,國際企業組,2017-03-23
2907179,Caribbean Community and Common Market {=CARICOM},加勒比海共同體和共同市場,,加勒比共同体和共同市场,國際企業組,2017-03-23
2907180,Caribbean Development Bank,加勒比海開發銀行,,加勒比开发银行,國際企業組,2017-03-23
2907181,Caribbean Free Trade Association,加勒比海自由貿易協會,,加勒比自由贸易协会,國際企業組,2017-03-23
2907182,cash advance,預付現金,,预付现金,國際企業組,2017-03-23
2907183,cash against document,交單付現,,凭单付现,國際企業組,2017-03-23
2907185,cash on delivery {=COD},貨到付款,,货到付款,國際企業組,2017-03-23
2907186,cash price,付現價格,,付现价格,國際企業組,2017-03-23
2907187,cash settlement,現金結算,,现金结算,國際企業組,2017-03-23
2907188,cash-in-advance economy,現金交易經濟；預付款經濟,,预付款经济,國際企業組,2017-03-23
2907189,Central African Customs and Economic Union,中非關稅經濟同盟,,中非关税经济同盟,國際企業組,2017-03-23
2907190,Central American Bank of Economic Integration,中美洲經濟合作銀行,,中美洲经济一体化银行,國際企業組,2017-03-23
2907191,Central American Clearing House,中美洲結算所,,中美洲清算所,國際企業組,2017-03-23
2907192,Central American Common Market,中美洲共同市場,,中美洲共同市场,國際企業組,2017-03-23
2907193,Central American Free Trade Area,中美洲自由貿易區,,中美洲自由贸易区,國際企業組,2017-03-23
2907194,Central American Payment Union,中美洲支付同盟,,中美洲支付同盟,國際企業組,2017-03-23
2907195,central bank discount rate,中央銀行貼現率,,中央银行贴现率,國際企業組,2017-03-23
2907196,central rate,中心匯率,,中心汇率,國際企業組,2017-03-23
2907197,certificate for advance settlement of foreign  exchange for export,預繳出口外匯證明書,,预交外汇证明书,國際企業組,2017-03-23
2907198,certificate for advance surrender of export exchange,預繳出口外匯證明書,,预交外汇证明书,國際企業組,2017-03-23
2907199,certificate for export,出口檢驗證書,,出口检验证,國際企業組,2017-03-23
2907200,certificate of export duty exemption,出口免稅證書,,出口免税证书,國際企業組,2017-03-23
2907201,certificate of export license,輸出許可證,,出口许可证,國際企業組,2017-03-23
2907202,certificate of export subsidy,出口補助證明,,出口补贴证明,國際企業組,2017-03-23
2907203,certificate of financial standing,財務狀況證明書,,[企业]资信证明,國際企業組,2017-03-23
2907204,certificate of import license,輸入許可證,,进口许可证,國際企業組,2017-03-23
2907205,certificate of inspection,檢驗證明書,,商品检验合格证书,國際企業組,2017-03-23
2907206,certificate of origin,原產地證明書,,原产地证书,國際企業組,2017-03-23
2907207,change of destination,變更卸貨港,,变更卸货港,國際企業組,2017-03-23
2907208,Charter for International Trade Organization,國際貿易組織憲章,,国际贸易组织宪章,國際企業組,2017-03-23
2907210,chartered bank,特許銀行,,特许银行,國際企業組,2017-03-23
2907211,Chase Manhattan Bank,大通銀行,,[美]大通曼哈顿银行,國際企業組,2017-03-23
2907212,check drawee,支票受票人,,支票受票人,國際企業組,2017-03-23
2907213,check drawer,支票出票人,,支票出票人,國際企業組,2017-03-23
2907214,check payable at sight,見票即付支票,,见票即付支票,國際企業組,2017-03-23
2907215,check payable to bearer,不記名支票,,无记名支票,國際企業組,2017-03-23
2907216,check payable to order,記名支票,,记名支票,國際企業組,2017-03-23
2907217,checking account,支票存款帳戶,,支票账户,國際企業組,2017-03-23
2907218,Chicago Board of Options Exchange {=CBOE},芝加哥選擇權交易所,,芝加哥期权交易所,國際企業組,2017-03-23
2907219,Chicago Board of Trade {=CBOT},芝加哥交易所,,芝加哥交易所,國際企業組,2017-03-23
2907220,Chicago Mercantile Exchange,芝加哥商業交易所,,芝加哥商业交易所,國際企業組,2017-03-23
2907221,circular letter of credit,循環信用狀,,循环信用证,國際企業組,2017-03-23
2907222,circulating capital,流動資金,,流动资本,國際企業組,2017-03-23
2907223,circulating liability,流動債務,,流动负债,國際企業組,2017-03-23
2907224,Citibank,[美]花旗銀行,,[美]花旗银行,國際企業組,2017-03-23
2907225,Citicorp,[美]花旗集團,,[美]花旗公司,國際企業組,2017-03-23
2907226,claim agent,索賠代理人,,索赔代理人,國際企業組,2017-03-23
2907227,claim clause,索賠條款,,索赔条款,國際企業組,2017-03-23
2907228,claim for general average,共同海損索賠,,共同海损索赔,國際企業組,2017-03-23
2907229,claims settling agent,理賠代理人,,理赔代理人,國際企業組,2017-03-23
2907230,claused bill,附條款票據,,附条款票据,國際企業組,2017-03-23
2907231,claused bill of lading,附條款提單,,附条款提货单,國際企業組,2017-03-23
2907232,claused letter of credit,附條款信用狀,,附条款信用证,國際企業組,2017-03-23
2907233,clean acceptance,單純承兌,,不带保留条件的承兑,國際企業組,2017-03-23
2907234,clean bill,光票,,银行光票,國際企業組,2017-03-23
2907235,clean bill and documentary bill,光票和跟單匯票,,光票和跟单汇票,國際企業組,2017-03-23
2907236,clean bill of exchange,光票；普通匯票,,光票,國際企業組,2017-03-23
2907237,clean bill of lading,無瑕疵提單,,清洁提单,國際企業組,2017-03-23
2907238,clean letter of credit,光票信用狀,,光票信用证,國際企業組,2017-03-23
2907239,clean receipt,無瑕疵收據,,清洁收据,國際企業組,2017-03-23
2907240,clearance certificate,結關單,,结关单,國際企業組,2017-03-23
2907241,clearance fee,結關手續費,,结关手续费,國際企業組,2017-03-23
2907242,clearing agent,報關行,,报关结算代理商,國際企業組,2017-03-23
2907243,clearing agreement,清算協定,,清算协定,國際企業組,2017-03-23
2907244,clearing bank,清算銀行,,清算银行,國際企業組,2017-03-23
2907246,clearing house in future market,期貨市場結算所,,期货市场清算所,國際企業組,2017-03-23
2907247,clearing price,清算價格,,清算价格,國際企業組,2017-03-23
2907248,clearing system,清算制度,,清算制度,國際企業組,2017-03-23
2907249,closed indent,限制委託購買,,限定订货单,國際企業組,2017-03-23
2907250,closed investment company,封閉型投資公司,,不公开招股投资公司,國際企業組,2017-03-23
2907251,closed mortgage,限額抵押,,封闭式抵押；限额抵押,國際企業組,2017-03-23
2907252,closed policy,封閉型保險單,,闭口保险单,國際企業組,2017-03-23
2907253,closed position,平倉；結清部位,,平仓,國際企業組,2017-03-23
2907254,closed-end fund,封閉基金,,限额基金,國際企業組,2017-03-23
2907255,closed-end mutual fund,封閉型共同基金,,封闭式共同基金,國際企業組,2017-03-23
2907256,closing price,收盤價,,收盘价,國際企業組,2017-03-23
2907257,closing rate,收盤匯率,,收盘汇率,國際企業組,2017-03-23
2907258,co-acceptor,共同承兌人,,共同承兑人,國際企業組,2017-03-23
2907259,co-assurer,共同承保人,,共同承保人,國際企業組,2017-03-23
2907260,COD bill,貨到付款帳單,,货到付款账单,國際企業組,2017-03-23
2907261,COD certificate,貨到付款證明,,货到付款证,國際企業組,2017-03-23
2907262,COD commission,貨到付款手續費,,货到付款手续费,國際企業組,2017-03-23
2907263,COD price,貨到付款價格,,货到付款价格,國際企業組,2017-03-23
2907264,COD sale,貨到付款銷售,,货到付款销售,國際企業組,2017-03-23
2907265,co-guarantor,共同擔保人,,共同担保人,國際企業組,2017-03-23
2907266,co-insurance,共同保險,,共同保险,國際企業組,2017-03-23
2907267,co-insurer,共同承保商,,共同承保商,國際企業組,2017-03-23
2907268,collars,利率上下限債券,,封顶保底期权,國際企業組,2017-03-23
2907269,collateralized mortgage obligation,有擔保抵押債權,,有担保抵押债务,國際企業組,2017-03-23
2907270,collection agency,託收代理行,,托收代理行,國際企業組,2017-03-23
2907271,collection bank,託收銀行,,托收银行,國際企業組,2017-03-23
2907272,collection bill,託收票據,,托收票据,國際企業組,2017-03-23
2907273,combined balance sheet,合併資產負債表,,合并资产负债表,國際企業組,2017-03-23
2907274,combined certificate of value and origin,貨物價值和原產地綜合證書,,货物价值和原产地综合证书,國際企業組,2017-03-23
2907275,commercial acceptance bill,商業承兌匯票,,商业承兑汇票,國際企業組,2017-03-23
2907276,commercial arbitration,商務仲裁,,商事仲裁,國際企業組,2017-03-23
2907277,commercial banking,商業銀行業務,,商业银行业务,國際企業組,2017-03-23
2907278,commercial bill,商業票據,,商业票据,國際企業組,2017-03-23
2907279,commercial bill of exchange,商業匯票,,商业汇票,國際企業組,2017-03-23
2907280,commercial documentary letter of credit,跟單信用狀,,商业跟单信用证,國際企業組,2017-03-23
2907281,commercial law,商法,,商法,國際企業組,2017-03-23
2907282,commercial letter of credit,商業信用證,,商业信用证,國際企業組,2017-03-23
2907283,commercial loan,商業貸款,,商业贷款,國際企業組,2017-03-23
2907284,commercial paper market,商業本票市場,,商业票据市场,國際企業組,2017-03-23
2907285,commercial paper rate,商業本票利率,,商业票据利率,國際企業組,2017-03-23
2907286,Commission on International Commodity Trade,國際商品貿易委員會,,国际商品交易委员会,國際企業組,2017-03-23
2907287,Committee for European Economic Cooperation,歐洲經濟合作委員會,,欧洲经济合作委员会,國際企業組,2017-03-23
2907288,Committee on Reform of the International Monetary System,國際貨幣制度改革委員會,,国际货币制度改革委员会,國際企業組,2017-03-23
2907289,commodity arbitrage,商品套利,,商品套利,國際企業組,2017-03-23
2907290,commodity classification for foreign trade statistics,國際貿易商品分類統計,,进出口商品分类统计表,國際企業組,2017-03-23
2907291,commodity exchange,商品交易所,,商品交易[所],國際企業組,2017-03-23
2907292,Commodity Exchange of New York,紐約商品交易所,,纽约商品交易所,國際企業組,2017-03-23
2907293,commodity futures,商品期貨,,商品期货,國際企業組,2017-03-23
2907294,commodity futures exchange,商品期貨交易所,,商品期货交易所,國際企業組,2017-03-23
2907295,commodity money,商品貨幣,,商品货币,國際企業組,2017-03-23
2907296,commodity terms of trade,商品貿易條件,,商品贸易条件,國際企業組,2017-03-23
2907297,commodity theory of money,貨幣的商品理論,,商品货币理论,國際企業組,2017-03-23
2907298,common customs tariff,共同關稅,,共同关税,國際企業組,2017-03-23
2907299,common external tariff,共同關稅,,共同对外关税,國際企業組,2017-03-23
2907300,common market,共同市場,,共同市场,國際企業組,2017-03-23
2907302,company limited by share,股份有限公司,,股份有限公司,國際企業組,2017-03-23
2907303,compensation duty,補償關稅,,补偿关税,國際企業組,2017-03-23
2907304,compensation import,補償性進口,,补偿性进口,國際企業組,2017-03-23
2907305,competitive bid,競標,,公开招标；竞标,國際企業組,2017-03-23
2907306,competitive depreciation,[貨幣的]競爭性貶值,,[货币的]竞争性贬值,國際企業組,2017-03-23
2907307,competitive tariff,競爭性關稅,,竞争性关税,國際企業組,2017-03-23
2907308,competitive tender,公開投標,,公开投标,國際企業組,2017-03-23
2907309,complex tariff,複合關稅；複式稅則,,复合税率,國際企業組,2017-03-23
2907310,composite economic indicator,綜合經濟指標,,综合经济指标,國際企業組,2017-03-23
2907311,compound arbitrage,多角套利,,多角套汇；复合套汇,國際企業組,2017-03-23
2907312,compound discount,複利折現,,复利贴现,國際企業組,2017-03-23
2907313,compound duty,複合關稅,,复合关税,國際企業組,2017-03-23
2907314,compound option,複合選擇權,,复式期权,國際企業組,2017-03-23
2907315,compound rate,複利率,,复利率,國際企業組,2017-03-23
2907316,compound tariff,複合關稅,,复合关税税率,國際企業組,2017-03-23
2907317,compound yield,複利收益率,,复合收益率,國際企業組,2017-03-23
2907318,comprehensive most-favoured nation clause,全面最惠國條款,,全面最惠国条款,國際企業組,2017-03-23
2907319,concession of tariff,關稅減讓,,关税减让,國際企業組,2017-03-23
2907320,conditional bill of lading,附條件提單,,有条件提单,國際企業組,2017-03-23
2907321,conditional bond,附條件債券,,附条件债券,國際企業組,2017-03-23
2907322,conditional drawing right,附條件提款權,,有条件提款权,國際企業組,2017-03-23
2907323,conditional endorsement,附條件背書,,有条件背书,國際企業組,2017-03-23
2907324,conditional most-favored-nation treatment,附條件最惠國待遇,,附条件最惠国待遇,國際企業組,2017-03-23
2907325,conditional offer,附條件報價,,附条件发盘,國際企業組,2017-03-23
2907326,conditional sale,附條件銷售,,附条件销售,國際企業組,2017-03-23
2907327,confirmation of order,訂單確認書,,订单确认书,國際企業組,2017-03-23
2907328,confirmatory bank,保兌銀行,,,國際企業組,2017-03-23
2907329,confirmed [negotiation] L/C,保兌[讓購]信用狀,,确认议付信用证,國際企業組,2017-03-23
2907330,confirmed credit,保兌信用狀,,保兑信用证,國際企業組,2017-03-23
2907331,confirmed irrevocable credit,不可撤銷保兌信用狀,,不可撤销保兑信用证,國際企業組,2017-03-23
2907332,confirming bank,保兌銀行,,保兑银行,國際企業組,2017-03-23
2907333,confirming house,保兌銀行,,保付商行,國際企業組,2017-03-23
