ID,英文名稱,中文名稱,圖片,所屬機關單位名稱,機關單位中文名稱,機關單位英文名稱,職等,單位中文名稱,單位英文名稱,單位中文名稱2,單位英文名稱2,更新日期
1474890,Quality Section,品質課,,,,,,,,,,2012-12-19
1474893,Architecture Section,建築課,,,,,,,,,,2012-12-19
1474896,Electricity Section ,電氣課,,,,,,,,,,2012-12-19
1474903,Instrument and Control Section ,儀控課,,,,,,,,,,2012-12-19
1474904,Auxiliary Equipment Section,輔機課,,,,,,,,,,2012-12-19
1474906,Hydraulic Section,水路課,,,,,,,,,,2012-12-19
1474908,Accounting Section,會計課,,,,,,,,,,2012-12-19
1474909,Civil Service Ethics Section,政風課,,,,,,,,,,2012-12-19
1474916,Management Office,經營績效室,,,,,,,,,,2012-12-19
1474920,Information Management Office,資訊室,,,,,,,,,,2012-12-19
1474924,Engineering Office,工務室,,,,,,,,,,2012-12-19
1474928,Department of Business ,營運處,,,,,,,,,,2012-12-19
1474967,Kaohsiung Refinery Plant,高雄煉油廠,,,,,,,,,,2012-12-19
1475010,Kaohsiung Refinery,高雄煉油廠,,,,,,,,,,2012-12-19
1475066,Dalin Refinery Plant　,大林煉油廠,,,,,,,,,,2012-12-19
1475113,Taoyuan Refinery Plant,桃園煉油廠,,,,,,,,,,2012-12-19
1475122,Production and Safety Section,生產安環組,,,,,,,,,,2012-12-19
1475126,Domestic Sales Section,內銷組,,,,,,,,,,2012-12-19
1475129,Storage and Transportation Section,儲運組,,,,,,,,,,2012-12-19
1475130,General Affairs Office ,行政室,,,,,,,,,,2012-12-19
1475133,Planning Office,企劃室,,,,,,,,,,2012-12-19
1475134,Industrial Safety and Environmental Protection Section,工安環保組,,,,,,,,,,2012-12-19
1475135,Marketing Office,行銷室,,,,,,,,,,2012-12-19
1475148,Linyuan Petrochemical Plant,林園石化廠,,,,,,,,,,2012-12-19
1475151,Technical Engineering Section,工程技術組,,,,,,,,,,2012-12-19
1475211,International Incoming Mail Section,國際郵件進口科,,,,,,,,,,2012-12-19
1475215,International Air Mail Section,國際航空郵件科,,,,,,,,,,2012-12-19
1475218,Transportation Section,運輸科,,,,,,,,,,2012-12-19
1475231,First Delivery Section,第一投遞科,,,,,,,,,,2012-12-19
1475233,First Field Post Management Office,第一軍郵管理處,,,,,,,,,,2012-12-19
1475241,Second Delivery Section,第二投遞科,,,,,,,,,,2012-12-19
1475249,Third Delivery Section,第三投遞科,,,,,,,,,,2012-12-19
1475252,EMS/Speedpost Section,快捷郵件科,,,,,,,,,,2012-12-19
1475299,Cashier Section,出納科,,,,,,,,,,2012-12-19
1475304,Marketing Section,營業行銷科,,,,,,,,,,2012-12-19
1475314,Planning Section,規劃科,,,,,,,,,,2012-12-19
1475328,Operations Section,作業科,,,,,,,,,,2012-12-19
1475352,Accounting Office,會計室,,,,,,,,,,2012-12-19
1475407,Planning and Marketing Section,企劃行銷科,,,,,,,,,,2012-12-19
1475412,Civil Service Ethics Office,政風室,,,,,,,,,,2012-12-19
1475418,Business Section,營業管理科,,,,,,,,,,2012-12-19
1475421,Postal Affairs Section,郵務科,,,,,,,,,,2012-12-19
1475426,Occupational Safety and Health Section (General Affairs Section),勞安(總務)科,,,,,,,,,,2012-12-19
1475429,Department of Personnel,人事處,,,,,,,,,,2012-12-19
1475434,Department of Accounting,會計處,,,,,,,,,,2012-12-19
1475437,Department of General Affairs,總務處,,,,,,,,,,2012-12-19
1475440,Department of Construction,營建處,,,,,,,,,,2012-12-19
1475445,Department of Supply,供應處,,,,,,,,,,2012-12-19
1475449,Department of Billing,帳務處理處,,,,,,,,,,2012-12-19
1475451,Department of Marketing,行銷處,,,,,,,,,,2012-12-19
1475456,Department of Corporative Services,企業客戶處,,,,,,,,,,2012-12-19
1475457,Department of Network Administration,網路管理處,,,,,,,,,,2012-12-19
1475459,Department of Engineering,設計處,,,,,,,,,,2012-12-19
1475464,Department of Network Operation and Maintenance,網路維運處,,,,,,,,,,2012-12-19
1475466,Department of Customer Access Network,客戶網路處,,,,,,,,,,2012-12-19
1475467,Department of Interactive Multimedia,互動式多媒體處,,,,,,,,,,2012-12-19
1475471,Department of Long Distance Network,長途網路處,,,,,,,,,,2012-12-19
1475474,Department of Long Distance Transmission,長途傳輸處,,,,,,,,,,2012-12-19
1475476,General Affairs Office,總務室,,,,,,,,,,2012-12-19
1475477,Department of Civil Service Ethics,政風處,,,,,,,,,,2012-12-19
1475478,Department of Planning,經營規劃處,,,,,,,,,,2012-12-19
1475491,Construction Section,工務課,,,,,,,,,,2012-12-19
1475495,General Affairs Section,總務課,,,,,,,,,,2012-12-19
1475496,Changhua Branch,彰化工務段,,,,,,,,,,2012-12-19
1475497,Guguan Branch,谷關工務段,,,,,,,,,,2012-12-19
1475498,Xinyi Branch,信義工務段,,,,,,,,,,2012-12-19
1475501,Kaohsiung Branch,高雄工務段,,,,,,,,,,2012-12-19
1475503,Chaozhou Branch,潮州工務段,,,,,,,,,,2012-12-19
1475506,Taitung Branch,臺東工務段,,,,,,,,,,2012-12-19
1475509,Jiaxian Branch,甲仙工務段,,,,,,,,,,2012-12-19
1475511,Guanshan Branch,關山工務段,,,,,,,,,,2012-12-19
1475513,Fenggang Branch,楓港工務段,,,,,,,,,,2012-12-19
1475515,Toucheng Branch,頭城工務段,,,,,,,,,,2012-12-19
1475518,Nan'ao Branch,南澳工務段,,,,,,,,,,2012-12-19
1475522,Hualien Branch,花蓮工務段,,,,,,,,,,2012-12-19
1475525,Luoshao Branch,洛韶工務段,,,,,,,,,,2012-12-19
1475527,Dulishan Branch,獨立山工務段,,,,,,,,,,2012-12-19
1475529,Yuli Branch,玉里工務段,,,,,,,,,,2012-12-19
1475530,Zengwen Branch,曾文工務段,,,,,,,,,,2012-12-19
1475532,Alishan Branch,阿里山工務段,,,,,,,,,,2012-12-19
1475534,Hualien Station,花蓮監理站,,,,,,,,,,2012-12-19
1475535,Nantou Station,南投監理站,,,,,,,,,,2012-12-19
1475536,Yunlin Station,雲林監理站,,,,,,,,,,2012-12-19
1475537,Pingtung Station,屏東監理站,,,,,,,,,,2012-12-19
1475538,Engineering Section  ,工務課,,,,,,,,,,2012-12-19
1475539,Programming Section ,節目課,,,,,,,,,,2012-12-19
1475541,Personnel Office,人事室,,,,,,,,,,2012-12-19
1475542,General Affairs Section,總務科,,,,,,,,,,2012-12-19
1475543,Billing Section,營業科,,,,,,,,,,2012-12-19
1475544,Service Center,服務中心,,,,,,,,,,2012-12-19
1475545,Corporative Services Section,企業客戶科,,,,,,,,,,2012-12-19
1475546,Telephone Directory Section,號簿科,,,,,,,,,,2012-12-19
1475547,Directory Assistance Center,查號中心,,,,,,,,,,2012-12-19
1475548,Local Switching Operations and Maintenance Center,交換中心,,,,,,,,,,2012-12-19
1475549,Digital Equipment Section,數據機械科,,,,,,,,,,2012-12-19
1475550,First Customer Access Network Center,第一客戶網路中心,,,,,,,,,,2012-12-19
1480159,Division,科,,Urban Development Bureau,,,,,,,,2012-12-19
1480160,Department of Special Projects,都市開發處,,Urban Development Bureau,,,,,,,,2012-12-19
1480161,Information Management Office,資訊室,,Urban Development Bureau,,,,,,,,2012-12-19
1480162,Department of Buidling Affairs,建築管理處,,Public Works Bureau,,,,,,,,2012-12-19
1480163,Secretariat,秘書室,,Public Works Bureau,,,,,,,,2012-12-19
1480164,First Division,第一科,,Labor Affairs Bureau,,,,,,,,2012-12-19
1480168,Second Division,第二科,,Labor Affairs Bureau,,,,,,,,2012-12-19
1480170,Third Division,第三科,,Labor Affairs Bureau,,,,,,,,2012-12-19
1480172,Fourth Division,第四科,,Labor Affairs Bureau,,,,,,,,2012-12-19
1480175,Occupational Health Division,職場衛生科,,Public Health Bureau,,,,,,,,2012-12-19
1480179,Medical Affairs Division,醫政科,,Public Health Bureau,,,,,,,,2012-12-19
1480182,Pharmaceutical Affairs Division,藥政科,,Public Health Bureau,,,,,,,,2012-12-19
1480184,Health Promotion Division,保健科,,Public Health Bureau,,,,,,,,2012-12-19
1480186,Health Education Division,衛生教育科,,Public Health Bureau,,,,,,,,2012-12-19
1480189,Food Safety Division,食品衛生科,,Public Health Bureau,,,,,,,,2012-12-19
1480191,Laboratory Office,檢驗室,,Public Health Bureau,,,,,,,,2012-12-19
1480193,Planning Office,企劃室,,Public Health Bureau,,,,,,,,2012-12-19
1480194,Personnel Office,人事室,,Public Health Bureau,,,,,,,,2012-12-19
1480196,Accounting Office,會計室,,Public Health Bureau,,,,,,,,2012-12-19
1480203,Planning Division,綜合規劃科,,"Mass Rapid Transit Bureau, ____ City",,,,,,,,2012-12-19
1480207,Facilities Division,設施工程科,,"Mass Rapid Transit Bureau, ____ City",,,,,,,,2012-12-19
1480210,Systems Division,系統工程科,,"Mass Rapid Transit Bureau, ____ City",,,,,,,,2012-12-19
1480213,Land Rights Division,路權科,,"Mass Rapid Transit Bureau, ____ City",,,,,,,,2012-12-19
1480215,Secretariat,秘書室,,"Mass Rapid Transit Bureau, ____ City",,,,,,,,2012-12-19
1480218,____ Cultural Center,____文化中心管理處,,Cultural Affairs Bureau,,,,,,,,2012-12-19
1480220,Division,科,,Transportation Bureau,,,,,,,,2012-12-19
1480222,Engineering Section,工程組,,_____ Radio Station,,,,,,,,2012-12-19
1480223,Academic Affairs Division,教務處,,_____ Municipal Open University,,,,,,,,2012-12-19
1480226,Student Affairs Division,輔導處,,_____ Municipal Open University,,,,,,,,2012-12-19
1480227,Media Production Division,教學媒體處,,_____ Municipal Open University,,,,,,,,2012-12-19
1480232,Secretariat,秘書處,,_____ Municipal Open University,,,,,,,,2012-12-19
1480234,Library,圖書館,,_____ Municipal Open University,,,,,,,,2012-12-19
1480239,General Affairs Division,總務組,,_____ City Council,,,,,,,,2012-12-19
1480240,Information Management Office,資訊室,,_____ City Council,,,,,,,,2012-12-19
1480243,Legal Affairs Section,法務科,,"Local Tax Bureau, ___ County (City)",,,,,,因地方制度法及地方行政機關組織準則96年修正，縣市政府所屬一級機關改稱「局」，經97.4.24雙語詞彙翻譯審查小組考量明確表達「地方稅」及名稱一致性，縣市稅務機關如「稅務局」、「地方稅務局」、「稅捐稽徵局」等英譯均修正為Local Tax Bureau。,,2012-12-19
1480246,Data Processing Section,電子作業科,,"Local Tax Bureau, ___ County (City)",,,,,,因地方制度法及地方行政機關組織準則96年修正，縣市政府所屬一級機關改稱「局」，經97.4.24雙語詞彙翻譯審查小組考量明確表達「地方稅」及名稱一致性，縣市稅務機關如「稅務局」、「地方稅務局」、「稅捐稽徵局」等英譯均修正為Local Tax Bureau。,,2012-12-19
1480247,Auditing Section,稽核科,,"Local Tax Bureau, ___ County (City)",,,,,,因地方制度法及地方行政機關組織準則96年修正，縣市政府所屬一級機關改稱「局」，經97.4.24雙語詞彙翻譯審查小組考量明確表達「地方稅」及名稱一致性，縣市稅務機關如「稅務局」、「地方稅務局」、「稅捐稽徵局」等英譯均修正為Local Tax Bureau。,,2012-12-19
1480248,Gangshan Branch,岡山分處,,"Local Tax Bureau, _____ City",,,,,,因地方制度法及地方行政機關組織準則96年修正，縣市政府所屬一級機關改稱「局」，經97.4.24雙語詞彙翻譯審查小組考量明確表達「地方稅」及名稱一致性，縣市稅務機關如「稅務局」、「地方稅務局」、「稅捐稽徵局」等英譯均修正為Local Tax Bureau。,,2012-12-19
1480251,Village,村(里),,"___ Township (Town,Borough) Office, ___ County",,,,,,,,2012-12-19
1481911,Office,室,,臺灣省政府,,,,,,,,2012-12-19
1481912,Division,組,,福建省政府,,,,,,,,2012-12-19
1481913,Office,室,,福建省政府,,,,,,,,2012-12-19
1481914,Office,室,,臺灣省諮議會,,,,,,,,2012-12-19
1481917,Division,處,,內政部,,,,,,,,2012-12-19
1481920,Corps,學生總隊,,內政部,,,,,,,,2012-12-19
1481921,College,學院,,內政部,,,,,,,,2012-12-19
1481922,Department,系,,內政部,,,,,,,,2012-12-19
1481923,Institute,所,,內政部,,,,,,,,2012-12-19
1481935,Station,管理站,,內政部,,,,,,,,2012-12-19
1481943,Branch,所,,內政部,,,,,,,,2012-12-19
1481949,Survey Team,測量隊,,內政部,,,,,,,,2012-12-19
1481964,Center,指揮中心,,內政部,,,,,,,,2012-12-19
1481969,Relay Station,中繼台,,內政部,,,,,,,,2012-12-19
1481975,Branch,分所,,內政部,,,,,,,,2012-12-19
1481977,Terminal,終端台,,內政部,,,,,,,,2012-12-19
1481978,Station,站,,內政部,,,,,,,,2012-12-19
1481979,Section,課,,內政部,,,,,,,,2012-12-19
1481997,Branch,分隊,,內政部,,,,,,,,2012-12-19
1481999,Section,組,,內政部,,,,,,,,2012-12-19
1482002,Brigade,警官隊,,內政部,,,,,,,,2012-12-19
1482003,Corps,大隊,,內政部,,,,,,,,2012-12-19
1482004,Company,中隊,,內政部,,,,,,,,2012-12-19
1482005,Squad,小隊,,內政部,,,,,,,,2012-12-19
1482012,Brigade,警察隊,,內政部,,,,,,,,2012-12-19
1482013,Brigade,護車隊,,內政部,,,,,,,,2012-12-19
1482014,Section,警務段,,內政部,,,,,,,,2012-12-19
1482018,Branch,分局,,內政部,,,,,,,,2012-12-19
1482020,Station,派出所(分駐所),,內政部,,,,,,,,2012-12-19
1482021,Section,科,,內政部,,,,,,,,2012-12-19
1482023,Center,中心,,內政部,,,,,,,,2012-12-19
1482024,Brigade,隊,,內政部,,,,,,,,2012-12-19
1482026,Office,室,,內政部,,,,,,,,2012-12-19
1482029,Division,組,,外交部,,,,,,,,2012-12-19
1482030,Office,室,,外交部,,,,,,,,2012-12-19
1482031,Office,辦事處,,外交部,,,,,,,,2012-12-19
1482033,Committee,委員會,,財政部,,,,,,,,2012-12-19
1482036,Section,課,,財政部,,,,,,,,2012-12-19
1482038,Branch,分處,,財政部,,,,,,,,2012-12-19
1482041,Section,股,,財政部,,,,,,,,2012-12-19
1482048,Brigade,機動巡查隊,,財政部,,,,,,,,2012-12-19
1482049,Task Force,小組 (任務),,財政部,,,,,,,,2012-12-19
1482051,Division,組,,財政部,,,,,,,,2012-12-19
1482053,Task Force,小組,,財政部,,,,,,,,2012-12-19
1482056,Office,聯絡處,,財政部,,,,,,,,2012-12-19
1482061,Region Office,辦公室,,財政部,,,,,,,,2012-12-19
1482062,Department,部,,財政部,,,,,,,,2012-12-19
1482063,Works,工場,,財政部,,,,,,,,2012-12-19
1482065,Department,系,,財政部,,,,,,,,2012-12-19
1482068,Office,董事會秘書室,,財政部,,,,,,,,2012-12-19
1482069,Office,室,,財政部,,,,,,,,2012-12-19
1482070,Institute,訓練所,,財政部,,,,,,,,2012-12-19
1482071,Works,印刷所,,財政部,,,,,,,,2012-12-19
1482072,Center,逾放中心,,財政部,,,,,,,,2012-12-19
1482073,Section,科,,財政部,,,,,,,,2012-12-19
1482076,Committee,委員會,,教育部,,,,,,,,2012-12-19
1482081,Office,中山樓管理所,,教育部,,,,,,,,2012-12-19
1482082,Library,圖書館(任務),,教育部,,,,,,,,2012-12-19
1482086,Department,處,,教育部,,,,,,,,2012-12-19
1482089,Troupe,隊(京劇、豫劇隊),,教育部,,,,,,,,2012-12-19
1482092,Center,中心,,教育部,,,,,,,,2012-12-19
1482095,Station,社教工作站,,教育部,,,,,,,,2012-12-19
1482100,Library,圖書館,,教育部,,,,,,,,2012-12-19
1482109,Section,處,,教育部,,,,,,,,2012-12-19
1482110,Office,室,,教育部,,,,,,,,2012-12-19
1482112,Department,科,,教育部,,,,,,,,2012-12-19
1482114,Section,組,,教育部,,,,,,,,2012-12-19
1482117,Division,書記處 (台灣高等法院檢署),,法務部,,,,,,,,2012-12-19
1482118,Office,法警室,,法務部,,,,,,,,2012-12-19
1482122,Division,書記處,,法務部,,,,,,,,2012-12-19
1482123,Office,室 (人事會計統計政風資訊),,法務部,,,,,,,,2012-12-19
1482124,Office,觀護人室,,法務部,,,,,,,,2012-12-19
1482125,Forensic Medical Examiner,法醫師 (檢驗員),,法務部,,,,,,,,2012-12-19
1482132,Section,處,,法務部,,,,,,,,2012-12-19
1482134,Security Unit,警衛隊,,法務部,,,,,,,,2012-12-19
1482140,___ Office,行政執行官辦公室,,法務部,,,,,,,,2012-12-19
1482142,Committee,委員會,,法務部,,,,,,,,2012-12-19
1482147,Section,科,,法務部,,,,,,,,2012-12-19
1482150,Division,總務組,,法務部,,,,,,,,2012-12-19
1482151,Division,組,,法務部,,,,,,,,2012-12-19
1482153,Office,室,,法務部,,,,,,,,2012-12-19
1482154,Committee,委員會,,經濟部,,,,,,,,2012-12-19
1482156,Section,科,,經濟部,,,,,,,,2012-12-19
1482162,Office,辦事處,,經濟部,,,,,,,,2012-12-19
1482177,Team,隊,,經濟部,,,,,,,,2012-12-19
1482180,Center,中心,,經濟部,,,,,,,,2012-12-19
1482183,Unit,隊,,經濟部,,,,,,,,2012-12-19
1482184,Unit,站,,經濟部,,,,,,,,2012-12-19
1482190,Center,訓練中心,,經濟部,,,,,,,,2012-12-19
1482195,Office,施工所,,經濟部,,,,,,,,2012-12-19
1482199,Section,課,,經濟部,,,,,,,,2012-12-19
1482201,Office,室,,經濟部,,,,,,,,2012-12-19
1482202,Station,營運所,,經濟部,,,,,,,,2012-12-19
1482203,Team,管線隊,,經濟部,,,,,,,,2012-12-19
1482204,Plant,給水廠,,經濟部,,,,,,,,2012-12-19
1482206,Branch,工務所,,經濟部,,,,,,,,2012-12-19
1482207,Section,組,,經濟部,,,,,,,,2012-12-19
1482209,First Field Post Management Office,第一軍郵管理處,,交通部,,,,,,,,2012-12-19
1482212,Station,監理站,,交通部,,,,,,,,2012-12-19
1482214,Committee,委員會,,交通部,,,,,,,,2012-12-19
1482215,Department,處,,交通部,,,,,,,,2012-12-19
1482222,Subsection,股,,交通部,,,,,,,,2012-12-19
1482223,Section,科,,交通部,,,,,,,,2012-12-19
1482228,Center,中心,,交通部,,,,,,,,2012-12-19
1482230,Aviation Facilities Station,裝修區台,,交通部,,,,,,,,2012-12-19
1482231,Approach Control Tower,近場管制塔台,,交通部,,,,,,,,2012-12-19
1482232,Section,組,,交通部,,,,,,,,2012-12-19
1482244,Branch,工務段,,交通部,,,,,,,,2012-12-19
1482247,Division,組,,交通部,,,,,,,,2012-12-19
1482254,Branch,工務所,,交通部,,,,,,,,2012-12-19
1482261,Branch,工務段（所）,,交通部,,,,,,,,2012-12-19
1482267,Workshop,實習工場,,交通部,,,,,,,,2012-12-19
1482272,Section,旅客服務所,,交通部,,,,,,,,2012-12-19
1482275,Office,工務所,,交通部,,,,,,,,2012-12-19
1482276,Team,測量隊,,交通部,,,,,,,,2012-12-19
1482279,Section,課,,交通部,,,,,,,,2012-12-19
1482284,Office,室,,交通部,,,,,,,,2012-12-19
1482285,Division,組,,行政院主計處,,,,,,,,2012-12-19
1482286,Office,室,,行政院主計處,,,,,,,,2012-12-19
1482289,Division,組,,行政院人事行政局,,,,,,,,2012-12-19
1482292,Office,室,,行政院人事行政局,,,,,,,,2012-12-19
1482293,Center,中心,,行政院衛生署,,,,,,,,2012-12-19
1482295,Laboratory,檢驗站,,行政院衛生署,,,,,,,,2012-12-19
1482296,Unit,政風小組,,行政院衛生署,,,,,,,,2012-12-19
1482300,Vaccine Center,疫苗研製中心,,行政院衛生署,,,,,,,,2012-12-19
1482301,Unit,資訊小組,,行政院衛生署,,,,,,,,2012-12-19
1482304,Unit,資訊小組/企劃小組,,行政院衛生署,,,,,,,,2012-12-19
1482306,Unit,醫審小組,,行政院衛生署,,,,,,,,2012-12-19
1482307,Outpatient Center,聯合門診中心,,行政院衛生署,,,,,,,,2012-12-19
1482310,Unit,小組,,行政院衛生署,,,,,,,,2012-12-19
1482311,Division,組,,行政院衛生署,,,,,,,,2012-12-19
1482316,Department,科,,行政院衛生署,,,,,,,,2012-12-19
1482319,Office,室,,行政院衛生署,,,,,,,,2012-12-19
1482320,Department,科,,行政院國軍退除役官兵輔導委員會,,,,,,,,2012-12-19
1482328,Center,中心,,行政院國軍退除役官兵輔導委員會,,,,,,,,2012-12-19
1482345,Division,組,,行政院國軍退除役官兵輔導委員會,,,,,,,,2012-12-19
1482347,Department,處,,行政院國軍退除役官兵輔導委員會,,,,,,,,2012-12-19
1482348,Office,室,,行政院國軍退除役官兵輔導委員會,,,,,,,,2012-12-19
1482349,Section,科,,行政院青年輔導委員會,,,,,,,,2012-12-19
1482350,Office,室,,行政院青年輔導委員會,,,,,,,,2012-12-19
1482352,Division,組,,行政院國家科學委員會,,,,,,,,2012-12-19
1482353,Office,室,,行政院國家科學委員會,,,,,,,,2012-12-19
1482356,Office,室,,行政院研究發展考核委員會,,,,,,,,2012-12-19
1482359,Institute,研究所,,行政院文化建設委員會,,,,,,,,2012-12-19
1482363,Section,課,,行政院文化建設委員會,,,,,,,,2012-12-19
1482371,Exhibition,陳列館,,行政院文化建設委員會,,,,,,,,2012-12-19
1482372,Center,中心,,行政院文化建設委員會,,,,,,,,2012-12-19
1482373,Office,室,,行政院文化建設委員會,,,,,,,,2012-12-19
1482374,Division,組,,行政院文化建設委員會,,,,,,,,2012-12-19
1482380,Transmission Station,發射台,,行政院農業委員會,,,,,,,,2012-12-19
1482386,Station,檢疫站,,行政院農業委員會,,,,,,,,2012-12-19
1482391,Office,辦事處,,行政院農業委員會,,,,,,,,2012-12-19
1482394,Station,工作站,,行政院農業委員會,,,,,,,,2012-12-19
1482404,Department,系,,行政院農業委員會,,,,,,,,2012-12-19
1482416,Division,組,,行政院農業委員會,,,,,,,,2012-12-19
1482418,Experimental Station,試驗站,,行政院農業委員會,,,,,,,,2012-12-19
1482424,Branch,分場,,行政院農業委員會,,,,,,,,2012-12-19
1482427,Office,工作站,,行政院農業委員會,,,,,,,,2012-12-19
1482429,Section,課,,行政院農業委員會,,,,,,,,2012-12-19
1482431,Office,室,,行政院農業委員會,,,,,,,,2012-12-19
1482432,Center,中心,,行政院農業委員會,,,,,,,,2012-12-19
1482434,Works,所,,中央銀行,,,,,,,,2012-12-19
1482435,Office,室,,中央銀行,,,,,,,,2012-12-19
1482437,Section,課,,行政院勞工委員會,,,,,,,,2012-12-19
1482443,Division,組,,行政院勞工委員會,,,,,,,,2012-12-19
1482444,Office,室,,行政院勞工委員會,,,,,,,,2012-12-19
1482445,Office,室,,行政院環境保護署,,,,,,,,2012-12-19
1482446,Division,組,,行政院環境保護署,,,,,,,,2012-12-19
1482447,Division,組,,行政院體育委員會,,,,,,,,2012-12-19
1482449,Center,中心,,行政院海岸巡防署,,,,,,,,2012-12-19
1482450,Special Mission Flotilla,直屬船隊,,行政院海岸巡防署,,,,,,,,2012-12-19
1482451,Brigade,查緝隊,,行政院海岸巡防署,,,,,,,,2012-12-19
1482452,Center,勤務指揮中心,,行政院海岸巡防署,,,,,,,,2012-12-19
1482453,Office,室,,行政院海岸巡防署,,,,,,,,2012-12-19
1482454,Section,科,,行政院海岸巡防署,,,,,,,,2012-12-19
1482455,Director,組長,,臺灣省政府,組,Division,12,科,Section,,,2012-12-19
1482456,Director,組長,,臺灣省諮議會,組,Division,9-11,科,Section,,,2012-12-19
1482459,General Commander,隊長,,內政部,隊,Brigade,10-11,分隊,Branch,,,2012-12-19
1482460,Squad,小隊,,內政部,隊,Brigade,,,,,,2012-12-19
1482462,Director,處長,,內政部,工程處,Office,11,管理站,Station,,,2012-12-19
1482463,Brigade,隊,,內政部,工程處,Office,,,,,,2012-12-19
1482464,Station,分隊,,內政部,工程處,Office,,,,,,2012-12-19
1482465,Section,組,,內政部,工程處,Office,,,,,,2012-12-19
1482466,Work Station,工務所,,內政部,工程處,Office,,,,,,2012-12-19
1482467,Captain,隊長,,內政部,隊（施工）,Brigade,8,場 (保養)(伴合),Workshop,,,2012-12-19
1482468,Station,站(施工),,內政部,隊（施工）,Brigade,,,,,,2012-12-19
1482469,Chief,隊長,,內政部,測量隊,Survey Team,8-9,工作站,Station,,,2012-12-19
1482470,Director,組長,,內政部,組,Division,11,科,Section,,,2012-12-19
1482471,Director,主任,,內政部,處,Division,,組,Section,,,2012-12-19
1482473,Chief,主任,,內政部,室,Office,9,科,Section,,,2012-12-19
1482474,Commander,隊長,,內政部,大隊,Corps,11,隊,Brigade,,,2012-12-19
1482475,Brigade,分隊,,內政部,大隊,Corps,,,,,,2012-12-19
1482476,Captain,隊長,,內政部,隊,Brigade,9,分隊,Branch,,,2012-12-19
1482480,Chief,科長,,財政部,科,Division,9,股,Section,,,2012-12-19
1482481,Director,組長,,財政部,組,Division,10-11,科,Section,,,2012-12-19
1482482,Director,處長,,財政部,處,Department,11,科,Section,,,2012-12-19
1482483,Director,主任,,財政部,室,Office,11,股,Subsection,,,2012-12-19
1482484,Chief,主任,,財政部,室,Office,10,股,Section,,,2012-12-19
1482485,Chief,組長,,財政部,組(課),Division,10,課,Section,,,2012-12-19
1482486,Subsection,股,,財政部,組(課),Division,,,,,,2012-12-19
1482488,Director,組長,,財政部,組,Division,11,科,Section,,,2012-12-19
1482489,Chief,工場長,,財政部,工場,Works,9,組,Section,,,2012-12-19
1482491,Director,處長,,財政部,處,Department,14,科,Section,,,2012-12-19
1482492,Director,處長,,財政部,處,Department,12,課,Section,,,2012-12-19
1482493,General Manager,經理,,財政部,部,Department,14,科,Section,,,2012-12-19
1482495,Chief,主任,,教育部,室,Office,9-10,小隊,Squad,,,2012-12-19
1482496,Chief,組主任,,教育部,組,Division,9-10,隊,Security Unit,,,2012-12-19
1482497,Chief,主任,,教育部,室,Office,9-10,小隊,Squad,,,2012-12-19
1482498,Dean,院長,,教育部,學院,College,,研究所,Graduate Institute (School),,,2012-12-19
1482499,Dean,院長,,教育部,學院,College,,系、組,Department,,,2012-12-19
1482500,Dean,長,,教育部,處,Division,,組,Section,,,2012-12-19
1482501,Director,主任,,教育部,部,Division,,中心,Center,,,2012-12-19
1482502,Chairperson,主任委員,,教育部,委員會,Committee,,組,Section,,,2012-12-19
1482503,Director,主任,,教育部,部,Department,,科,Division,,,2012-12-19
1482504,Director,主任,,教育部,室,Office,,中心,Center,,,2012-12-19
1482505,Secretary General,書記官長,,法務部,書記廳(最高法院檢署),Division,11-13,科,Section,,,2012-12-19
1482506,Lead Prosecutor,主任檢察官,,法務部,科,Section,12-14,,,,,2012-12-19
1482507,Prosecutor,檢察官,,法務部,法警室,Office,"14-14,10-11",,,,,2012-12-19
1482508,Lead Prosecutor,主任檢察官,,法務部,科,Section,"10-11,9",,,,,2012-12-19
1482509,Prosecutor,檢察官,,法務部,法警室,Office,"10-11,8-9",,,,,2012-12-19
1482510,Director,處長,,法務部,處,Division,11,科,Section,,,2012-12-19
1482512,Director,主任,,經濟部,室,Office,9-10,科,Section,,,2012-12-19
1482522,Director,組長,,經濟部,組,Division,11,科,Section,,,2012-12-19
1482523,Chief,組長,,經濟部,組,Division,8-9,課,Section,,,2012-12-19
1482524,Director,處長,,經濟部,處,Department,,課,Section,,,2012-12-19
1482528,Chief,課長,,經濟部,課,Section,,股,subsection,,,2012-12-19
1482529,Director,處長,,經濟部,處,Department,14,組,Section,,,2012-12-19
1482530,Manager,處長,,經濟部,營業處,Branch,13,組,Section,,,2012-12-19
1482531,Manager,主任,,經濟部,室,Office,,組,Section,,,2012-12-19
1482532,Manager,廠長,,經濟部,廠,Plant,14,組,Section,,,2012-12-19
1482533,Section,課,,經濟部,廠,Plant,,,,,,2012-12-19
1482534,Unit,工場,,經濟部,廠,Plant,,,,,,2012-12-19
1482535,Chief,組長,,經濟部,組,Section,,課,Section,,,2012-12-19
1482536,Manager,經理,,經濟部,處,Department,,課,Section,,,2012-12-19
1482537,Director,主任,,經濟部,室,Office,,課,Section,,,2012-12-19
1482538,Director,廠長,,經濟部,廠,Plant,,場,Shop,,,2012-12-19
1482539,Director,處長,,經濟部,處,Department,,組,Section,,,2012-12-19
1482540,Vice President and General Manager,執行長,,經濟部,部,Division,,處,Section,,,2012-12-19
