ID,英文名稱,中文名稱,圖片,更新日期
3498243,quick access,快速存取,,2018-03-21
3498244,quick access drum,快速存取磁鼓,,2018-03-21
3498245,quick acting,速動，快動，速動的，快動的，快速的，高速的,,2018-03-21
3498246,quick acting voltage regulater,急動電壓調整器,,2018-03-21
3498247,quick action,快作用,,2018-03-21
3498248,quick break,急斷,,2018-03-21
3498249,quick break switch,快斷開關,,2018-03-21
3498250,quick charge,快速充電,,2018-03-21
3498251,quick charger,快速充電機,,2018-03-21
3498252,quick de-excitation,快速減磁，快速去磁,,2018-03-21
3498253,quick demagnetization,快速去磁,,2018-03-21
3498254,quick disconnect,速斷,,2018-03-21
3498255,quick lime,生石灰,,2018-03-21
3498256,quick make,快速閉合，快速接通,,2018-03-21
3498257,quick operating relay,速動繼電器,,2018-03-21
3498258,quick release,速釋，速斷,,2018-03-21
3498259,quick release relay,速釋電驛，快速釋放電驛,,2018-03-21
3498260,quick releasing relay,速釋電驛，快速釋放電驛,,2018-03-21
3498261,quick response,急速反應,,2018-03-21
3498262,quick response excitation,速應激磁,,2018-03-21
3498263,quick service,快修,,2018-03-21
3498264,quick silver,汞，水銀,,2018-03-21
3498265,quick start,快速啟動,,2018-03-21
3498266,quick start lamp,快速啟動燈，瞬時起動燈,,2018-03-21
3498267,quick-access storage,快速存取儲存器,,2018-03-21
3498268,quick-acting automatic switch,快速自動開關,,2018-03-21
3498269,quick-acting regulator,速動調節器,,2018-03-21
3498270,quick-acting relay,速動電驛，速動繼電器,,2018-03-21
3498271,quick-acting starter,速動起動器,,2018-03-21
3498272,quick-acting switching,速動開閉,,2018-03-21
3498273,quick-acting switching-off,快速切斷，快速分閘,,2018-03-21
3498274,quick-acting voltage regulator,速動電壓調整器,,2018-03-21
3498275,quick-action fuse,速動熔絲,,2018-03-21
3498276,quick-action switch,速動開關,,2018-03-21
3498277,quick-adjusting,快速調整,,2018-03-21
3498278,quick-break cut-out,快動斷路器,,2018-03-21
3498279,quick-break fuse,速斷熔斷器,,2018-03-21
3498280,quick-break knife-switch,速斷閘刀開關,,2018-03-21
3498281,quick-closing valve,速關閥,,2018-03-21
3498282,quick-detachable,可迅速拆卸的,,2018-03-21
3498283,quick-drying enamel,快乾瓷漆,,2018-03-21
