ID,英文名稱,中文名稱,圖片,更新日期
2039861,A register,A暫存器；算術暫存器,,2014-05-14
2039862,A/D converter {= ADC},A/D轉換器；類比數位轉換器,,2014-05-14
2039864,Abbe grinding mill,阿貝研磨機,,2014-05-14
2039865,Abbe refractometer,阿貝折射計,,2014-05-14
2039866,Abbe substage condenser,阿貝次階電容器,,2014-05-14
2039867,Abel tester,阿貝耳[閃點]測定器,,2014-05-14
2039868,abrasion tester,磨耗試驗機,,2014-05-14
2039869,abrasive belt,磨帶,,2014-05-14
2039870,abrasive cutoff machine,磨切機,,2014-05-14
2039871,abrasive cut-off machine,磨切機,,2014-05-14
2039872,abrasive cutoff saw,磨切鋸,,2014-05-14
2039873,abrasive cut-off saw,磨切鋸,,2014-05-14
2039874,abrasive hardness tester,抗磨硬度試驗機,,2014-05-14
2039875,absolute electrometer,絕對靜電計,,2014-05-14
2039876,absolute manometer,絕對[流體]壓力計,,2014-05-14
2039877,absolute pressure gage,絕對壓力計,,2014-05-14
2039878,absolute pressure gauge,絕對壓力計,,2014-05-14
2039879,absorber,吸收器,,2014-05-14
2039880,absorptiometer,液體吸氣計；[液體]調稠器；吸收[比色]計,,2014-05-14
2039881,absorption adapter,吸收應接器,,2014-05-14
2039882,absorption apparatus,吸收裝置,,2014-05-14
2039883,absorption bottle,吸收瓶,,2014-05-14
2039884,absorption cell,吸收槽；吸收池,,2014-05-14
2039885,absorption column,吸收管柱；吸收塔,,2014-05-14
2039886,absorption frequency meter,吸收[式]頻率計,,2014-05-14
2039887,absorption pipet,吸球吸管；吸收吸管,,2014-05-14
2039888,absorption pipette,吸球吸管；吸收吸管,,2014-05-14
2039889,absorption spectrometer,吸收[光]譜儀,,2014-05-14
2039890,absorption spectrophotometer,吸收分光光度計,,2014-05-14
2039891,absorption tower,吸收塔,,2014-05-14
2039892,absorption tube,吸收管,,2014-05-14
2039893,absorption vessel,吸收槽；吸收器[皿],,2014-05-14
2039894,absorption wavemeter,吸收式波長計,,2014-05-14
2039895,absorption wave-meter,吸收式波長計,,2014-05-14
2039896,AC converter,交流轉換器,,2014-05-14
2039897,AC dynamo,交流發電機,,2014-05-14
2039898,AC generator,交流發電機,,2014-05-14
2039899,AC inert-arc welder,交流定弧熔接器,,2014-05-14
2039900,AC potentiometer,交流電位計,,2014-05-14
2039901,AC transformer,交流變壓器,,2014-05-14
2039902,accelerated solvent extractor {= ASE},加速溶劑萃取儀,,2014-05-14
2039903,accelerated testing cabinet,加速試驗機；加速試驗箱,,2014-05-14
2039904,accelerating electrode,加速電極,,2014-05-14
2039905,accelerator,加速器,,2014-05-14
2039906,accelerator spectrometer,加速器譜儀,,2014-05-14
2039907,accelerometer,加速[度]計,,2014-05-14
2039908,acceptor,接受器,,2014-05-14
2039909,accordion,伸縮接頭,,2014-05-14
2039910,accumulator,蓄電池；累積器；累進器{電腦},,2014-05-14
2039911,AC-DC receiver,交直流接收機；交直流收音機,,2014-05-14
2039912,acetifier,醋化器,,2014-05-14
2039913,acetimeter,乙酸[比重]計；醋酸[比重]計,,2020-03-23
2039914,acetometer,乙酸[比重]計；醋酸[比重]計,,2020-03-23
2039915,acetylation flask,乙醯化瓶,,2014-05-14
2039916,acetylene burner,乙炔燈,,2014-05-14
2039917,achromatic lens,消色差透鏡,,2014-05-14
2039918,achromatic objective,消色差物鏡,,2014-05-14
2039919,achromatic prism,消色差稜鏡,,2014-05-14
2039920,achromatic telescope,消色差望遠鏡,,2014-05-14
2039921,acid bath,酸浴,,2014-05-14
2039922,acid battery,酸性電池[組],,2014-05-14
2039923,acid buret,酸滴定管,,2014-05-14
2039924,acid cooler,酸冷卻器,,2014-05-14
