ID,英文名稱,中文名稱,圖片,更新日期
3265226,nostalgia,懷舊；鄉愁,,2017-08-08
3265227,nostalgia radio,懷舊電台,,2017-08-08
3265228,notch,識別記號,,2017-08-08
3265229,notch filter,限波濾波器,,2017-08-08
3265230,notice clause,提示條款,,2017-08-08
3265231,notice of claim clause,索賠提示條款,,2017-08-08
3265232,Notice of Inquiry {=NOI},意見諮詢公告,,2017-08-08
3265233,Notice of Proposed Rule Making {=NPRM},{美國}擬議規範公告,,2017-08-08
3265234,notification,{執照制度}報備制,,2017-08-08
3265235,novelty factor,新奇因素；新穎因素,,2017-08-08
3265236,NP {=Number Portability},號碼可攜性,,2017-08-08
3265237,NPO {=nonprofit organization},非營利組織,,2017-08-08
3265238,NPR {=National Public Radio},{美國}公共廣播電台,,2017-08-08
3265239,NPRM {=Notice of Proposed Rule Making},{美國}擬議規範公告,,2017-08-08
3265240,NRS {=National Readership Survey},{英國}全國讀者調查組織,,2017-08-08
3265241,NSF {=National Science Foundation},{美國}國家科學基金會,,2017-08-08
3265242,NSFnet {=National Science Foundation Network},國家科學基金會網絡,,2017-08-08
3265243,NSI {=Nielson Station Index Area},Nielson電台指數區域,,2017-08-08
3265244,NTIA {=National Telecommunications and Information Administration},{美國}國家通訊與資訊局,,2017-08-08
3265245,NTP {=network time protocol},網路時間協定,,2017-08-08
3265246,NTSC color system,{美國}國家電視系統委員會彩色標準,,2017-08-08
3265247,NTSC {=National Television Systems Committee},{美國}國家電視系統委員會,,2017-08-08
3265248,NTT {=Nippon Telegraph Telephone},日本電報電話公司,,2017-08-08
3265249,NTV {=Nippon Television Network},日本電視網,,2017-08-08
3265250,nuclear emulsion,核子乳劑；核乳膠,,2017-08-08
3265251,nuclear plate,核板,,2017-08-08
3265252,nuclear safety,核能安全,,2017-08-08
3265253,nuclear track photography,核徑攝影,,2017-08-08
3265254,NUJ {=National Union of Journalists},{美國}全國新聞記者工會,,2017-08-08
3265255,null hypothesis testing,虛無假設檢定,,2017-08-08
3265256,Number Portability {=NP},號碼可攜性,,2017-08-08
3265257,number-database contractor,號碼資料庫承包商,,2017-08-08
3265258,number-database operator,號碼資料庫電信業者,,2017-08-08
3265259,numbering machine,印號機,,2017-08-08
3265260,numbering resource,門號總量,,2017-08-08
3265261,numerical rating scale,數字評定量表,,2017-08-08
3265262,numerical scale,數字量表,,2017-08-08
3265263,nursing home,護理之家,,2017-08-08
3265264,nutrition,營養,,2017-08-08
3265265,nutritional assessment,營養評估,,2017-08-08
