ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3138734,loess,黃土,,黄土,2017-07-20
3138735,loess deposit,黃土堆積[物],,黄土沉积,2017-07-20
3138736,loess hill,黃土丘,,,2017-07-20
3138737,loess landform,黃土地形,,黄土地貌,2017-07-20
3138738,loess ridge,黃土脊,,黄土墚,2017-07-20
3138739,loessal soil,黃綿土,,黄绵土,2017-07-20
3138740,logistic model,羅吉斯模式,,逻辑斯蒂模型,2017-07-20
3138741,logistics,物流,,物流,2017-07-20
3138742,longitude,經度,,经度,2017-07-20
3138743,longitudinal coast,縱岸,,,2017-07-20
3138744,longitudinal dune,縱沙丘,,,2017-07-20
3138745,longitudinal profile,縱剖面,,纵剖面,2017-07-20
3138746,longitudinal valley,縱谷,,纵谷,2017-07-20
3138747,longitudinal wave,縱波,,纵波,2017-07-20
3138748,longshore bar,沿岸沙洲,,沿岸沙坝,2017-07-20
3138749,longshore current,沿岸流,,沿岸流,2017-07-20
3138750,longshore drift,沿岸漂沙,,沿滨泥沙流,2017-07-20
3138751,longwave radiation,長波輻射,,长波辐射,2017-07-20
3138752,lopolith,岩盆,,岩盆,2017-07-20
3138753,Lorenz curve,羅倫茲曲線,,洛伦茨曲线,2017-07-20
3138754,Lösch model,羅什模式,,廖什模型,2017-07-20
3138755,Love wave,樂夫波；L波,,乐甫波,2017-07-20
3138756,low pressure trough,低壓槽,,低压槽,2017-07-20
3138757,low selenium belt,低硒帶,,低硒带,2017-07-20
3138758,low tide,低潮；乾潮,,低潮,2017-07-20
3138759,low velocity zone,低速帶,,低速带,2017-07-20
3138760,lowland,低地,,低地,2017-07-20
3138761,lowmoor,低位沼澤,,低位沼泽,2017-07-20
3138762,Lowry model,勞里模式,,劳里模型,2017-07-20
3138763,Luvisol,高活性淋溶土,,高活性淋溶土,2017-07-20
3138764,maar,低平火山口,,低平火山口,2017-07-20
3138765,macroclimate,宏觀氣候,,大气候,2017-07-20
3138766,macroevolution,巨演化,,宏观进化,2017-07-20
3138767,macro-system,宏觀系統,,宏观系统,2017-07-20
3138768,mafic mineral,鐵鎂質礦物,,镁铁质矿物,2017-07-20
3138769,mafic rock,基性岩石,,镁铁质岩石,2017-07-20
3138770,magma,岩漿,,岩浆,2017-07-20
3138771,magma chamber,岩漿庫,,岩浆房,2017-07-20
3138772,magmatic differentiation,岩漿分異作用,,岩浆分异作用,2017-07-20
3138773,magnetic epoch,地磁期,,磁性时期,2017-07-20
3138774,magnetic inclination,磁傾角,,倾角（磁的）,2017-07-20
3138775,magnetic pole,磁極,,磁极,2017-07-20
3138776,magnetic reversal,磁極倒轉,,极性倒转,2017-07-20
3138777,magnetostratigraphy,地磁地層學,,磁性地层学,2017-07-20
3138778,magnitude,規模,,量级,2017-07-20
3138779,maize belt,玉米帶,,玉米带,2017-07-20
3138780,major element,主[要]元素,,大量元素,2017-07-20
3138781,major soil grouping,土壤類群,,土壤类群,2017-07-20
3138782,Malthusian model,馬爾薩斯模式,,马尔萨斯模型,2017-07-20
3138783,mangrove,紅樹林,,红树林,2017-07-20
3138784,mangrove coast,紅樹林海岸,,红树林海岸,2017-07-20
3138785,mangrove swamp,紅樹林沼澤,,红树林沼泽,2017-07-20
3138786,man-land relationship,人地關係,,人地关系论,2017-07-20
3138787,man-made desert,人造沙漠,,人造沙漠,2017-07-20
3138788,Manning equation,曼寧[公]式,,曼宁方程,2017-07-20
3138789,Manning roughness coefficient,曼寧粗糙係數,,曼宁粗糙系数,2017-07-20
3138790,Mann-Kendall method,曼－肯德爾法,,曼－肯德尔算法,2017-07-20
3138791,mantle,地函,,地幔,2017-07-20
3138792,mantle movement,地函運動,,地幔运动,2017-07-20
3138793,manufacturing,製造業,,制造业,2017-07-20
3138794,mao,黄土峁；黃土丘,,黄土峁,2017-07-20
3138795,map,地圖,,地图,2017-07-20
3138796,map analysis,地圖分析,,地图分析,2017-07-20
3138797,map cognition,地圖認知,,地图认知,2017-07-20
3138798,map decoration,地圖整飾,,地图整饰,2017-07-20
3138799,map design,地圖設計,,地图设计,2017-07-20
3138800,map digitizing,地圖數化,,地图数字化,2017-07-20
3138801,map generalization,地圖概括化,,地图概括,2017-07-20
3138802,map graticule,地圖格網,,地图坐标网,2017-07-20
3138803,map induction method,地圖歸納法,,地图归纳法,2017-07-20
3138804,map interpretation,地圖判讀,,地图判读,2017-07-20
3138805,map lettering,地圖註記,,地图注记,2017-07-20
3138806,map measurement,地圖度量,,地图量算,2017-07-20
3138807,map projection,地圖投影,,地图投影,2017-07-20
3138808,map representation,地圖展示,,地图表示方法,2017-07-20
3138809,map semiology,地圖符號學,,地图符号学,2017-07-20
3138810,map symbol,地圖符號,,地图符号,2017-07-20
3138811,map use,地圖利用,,地图利用,2017-07-20
3138812,marble,大理岩；大理石,,大理石,2017-07-20
3138813,marginal productivity,邊際生產力,,边际生产力,2017-07-20
3138814,marine abrasion landform,海蝕地形,,海蚀地貌,2017-07-20
3138815,marine accumulation,海積作用,,海积作用,2017-07-20
3138816,marine climate,海洋性氣候,,海洋性气候,2017-07-20
3138817,marine climatology,海洋氣候學,,海洋气候学,2017-07-20
3138818,marine deposit,海相沈積,,海相沉积,2017-07-20
3138819,marine deposition terrace,海積階地,,海积阶地,2017-07-20
3138820,marine depositional landform,海積地形,,海积地貌,2017-07-20
3138821,marine erosion,海蝕作用,,海蚀作用,2017-07-20
3138822,marine erosion terrace,海蝕階地,,海蚀阶地,2017-07-20
3138823,marine facies sedimentation,海相沈積,,,2017-07-20
3138824,marine faunal group,海洋動物群,,海洋动物,2017-07-20
3138825,marine function area,海洋功能區,,海洋功能区,2017-07-20
3138826,marine function zone,海洋功能帶,,,2017-07-20
3138827,marine geography,海洋地理學,,海洋地理学,2017-07-20
3138828,marine hydrology,海洋水文學,,海洋水文学,2017-07-20
3138829,marine landform,海洋地形,,海洋地貌,2017-07-20
3138830,marine pollution,海洋污染,,海洋污染,2017-07-20
3138831,marine resource,海洋資源,,海洋资源,2017-07-20
3138832,marine terrace,海階,,,2017-07-20
3138833,marine terrace,海階,,海成阶地,2017-07-20
3138834,maritime glacier,海洋性冰河,,海洋性冰川,2017-07-20
3138835,market district,市場區,,市场区,2017-07-20
3138836,market location,市場區位,,市场区位,2017-07-20
3138837,marketing geography,運銷地理學,,营销地理学,2017-07-20
3138838,marketing principle,市場原則,,市场原则; 营销原则,2017-07-20
3138839,market-oriented industry,市場指向產業,,市场取向工业,2017-07-20
3138840,marl,泥灰岩,,泥灰岩,2017-07-20
3138841,marsh,草澤；沼澤,,薮,2017-07-20
3138842,marsh revolution,沼澤演化,,沼泽演化,2017-07-20
3138843,Marxist geography,馬克思主義地理學,,马克思主义地理学,2017-07-20
3138844,mass extinction,大滅絕,,集群灭绝,2017-07-20
3138845,mass movement,塊體運動,,块体运动,2017-07-20
3138846,mass production,量產,,大量生产,2017-07-20
3138847,mass wasting,塊體崩壞,,物质坡移,2017-07-20
3138848,material cycle,物質循環,,物质循环,2017-07-20
3138849,material orientation,原料指向,,原料指向,2017-07-20
3138850,mathematical programming,數學規劃,,数学规划,2017-07-20
3138851,Matsuyama reversed polarity chron,反向磁[極]期；負極性期,,松山反向极性期,2017-07-20
3138852,mature soil,成熟土壤,,成熟土壤,2017-07-20
3138853,mature stage,壯年期｛地形｝；成熟期｛氣候｝,,壮年期,2017-07-20
3138854,meadow,草地；草場,,草甸,2017-07-20
3138855,meadow paludification,草地沼澤化；草原沼澤化,,草甸沼泽化,2017-07-20
3138856,meadow soil,草原土,,草甸土,2017-07-20
3138857,meadow steppe,濕草原,,草甸草原,2017-07-20
3138858,mean,平均值,,均值,2017-07-20
3138859,mean annual temperature,年均溫,,年平均温度,2017-07-20
3138860,mean daily temperature,日均溫,,日平均温度,2017-07-20
3138861,mean monthly temperature,月均溫,,月平均温度,2017-07-20
3138862,mean velocity,平均流速；平均速[度],,平均流速,2017-07-20
3138863,meander,曲流,,曲流,2017-07-20
3138864,meander core,曲流心；離堆山；環流丘,,离堆山,2017-07-20
3138865,meander cutoff,曲流切斷,,裁弯取直,2017-07-20
3138866,meandering river channel,曲流河道；蜿蜒河道,,蜿蜒型河道,2017-07-20
3138867,mechanical eluviation,[機械]洗出作用,,[机械]淋移作用,2017-07-20
3138868,media,介質,,介质,2017-07-20
3138869,medial moraine,中磧,,中碛,2017-07-20
3138870,median,中位數,,中位数,2017-07-20
3138871,medical geography,醫療地理學,,疾病地理学,2017-07-20
3138872,medical geography,醫療地理學,,医学地理学,2017-07-20
3138873,Mediterranean climate,地中海[型]氣候,,地中海气候,2017-07-20
3138874,megadune,巨沙丘,,沙山,2017-07-20
3138875,megafauna,大型動物群,,巨动物群,2017-07-20
3138876,megalopolis,大都會帶,,大城市连绵区,2017-07-20
3138877,megathermal,全新世暖期,,全新世暖期,2017-07-20
3138878,Meiyu,梅雨,,梅雨,2017-07-20
3138879,melange,混同層,,混杂堆积,2017-07-20
3138880,mental map,心智圖,,心象地图,2017-07-20
3138881,Mercator projection,麥卡托投影,,墨卡托投影,2017-07-20
3138882,mercury barometer,水銀壓力計,,水银压力计,2017-07-20
3138883,meridian line,子午線；經線,,子午线,2017-07-20
3138884,meridian of longitude,經線,,经线,2017-07-20
3138885,meridional circulation,經向環流,,经向环流,2017-07-20
3138886,meridional transport,經向傳輸,,经线传输,2017-07-20
3138887,mesa,方山,,方山,2017-07-20
3138888,mesoclimate,中尺度氣候,,中气候,2017-07-20
3138889,mesopause,中氣層頂,,中层顶,2017-07-20
3138890,mesophyte,中生植物,,中生植物,2017-07-20
3138891,mesosphere,中氣層,,中层,2017-07-20
3138892,Mesozoic Era,中生代,,中生代,2017-07-20
3138893,metadata,詮釋資料,,元数据,2017-07-20
3138894,metamorphic facies,變質[岩]相,,变质相,2017-07-20
3138895,metamorphic grade,變質度,,变质程度,2017-07-20
3138896,metamorphic rock,變質岩,,变质岩,2017-07-20
3138897,metamorphism,變質作用,,变质作用,2017-07-20
3138898,metapopulation,複合種群,,碎裂种群,2017-07-20
3138899,metasomatism,換質作用,,交代变质作用,2017-07-20
3138900,meteoric water,天水,,大气水,2017-07-20
3138901,meteorite,隕石,,陨石,2017-07-20
3138902,meteorological satellite,氣象衛星,,气象卫星,2017-07-20
3138903,meteorology,氣象學,,气象学,2017-07-20
3138904,methane,甲烷,,甲烷,2017-07-20
3138905,metropolis,大都會,,大都市,2017-07-20
3138906,metropolitan area,大都會區,,大都市区,2017-07-20
3138907,metropolization,大都會化,,大都市化,2017-07-20
3138908,mica,雲母,,云母,2017-07-20
3138909,microburst,微暴流,,小阵雷暴雨,2017-07-20
3138910,microclimate,微氣候,,小气候,2017-07-20
3138911,microcontinent,微大陸,,微型陆块,2017-07-20
3138912,microhabitat,微棲地,,小生境,2017-07-20
3138913,micro-viscous debris flow,稀性土石流,,稀性泥石流,2017-07-20
3138914,microwave,微波,,微波,2017-07-20
3138915,microwave radiometer,微波輻射計,,微波辐射计,2017-07-20
3138916,microwave remote sensing,微波遙[感探]測,,微波遥感,2017-07-20
3138917,mid ocean ridge,中洋脊,,洋中脊,2017-07-20
3138918,middle infrared,中紅外線,,中红外区(线),2017-07-20
3138919,migmatite,混合岩,,混合岩,2017-07-20
3138920,migrant labor,遷移勞動力,,移民劳动力,2017-07-20
3138921,migration,遷移,,迁移,2017-07-20
3138922,Milankovitch hypothesis,米蘭科維奇假說,,米兰科维奇假说,2017-07-20
3138923,military geography,軍事地理學,,军事地理学,2017-07-20
3138924,military map,軍用地圖,,军用地图,2017-07-20
3138925,milkshed,集乳圈,,牛乳供应地；挤牛乳棚,2017-07-20
3138926,millibar,毫巴,,毫巴,2017-07-20
3138927,Minamata disease,水俁病,,水俣病,2017-07-20
3138928,mineral,礦物,,矿物,2017-07-20
3138929,mineral resources,礦物資源；礦產資源,,矿产资源,2017-07-20
3138930,mineraloid,似礦物,,似矿物,2017-07-20
3138931,mining city,礦業都市,,矿业城市,2017-07-20
3138932,mire hydrology,沼澤水文學,,沼泽水文学,2017-07-20
3138933,misfit stream,錯置河；不對稱河,,不称河　,2017-07-20
3138934,mixed farming,混合農業,,混合农业,2017-07-20
3138935,mixed heritage,混合遺產,,,2017-07-20
3138936,mobile dune,流動沙丘,,流动沙丘,2017-07-20
3138937,model,模式,,模型,2017-07-20
3138938,modeling,建模,,建模,2017-07-20
3138939,Moho,莫荷面；莫荷不連續,,莫霍面,2017-07-20
3138940,Mohorovicic discontinuity,莫荷面；莫荷不連續,,,2017-07-20
3138941,moisture index,濕度指數,,湿润指数,2017-07-20
3138942,mollic epipedon,黑沃表育層,,软松(黑)层,2017-07-20
3138943,Mollisol,黑沃土,,暗沃土,2017-07-20
3138944,monadnock,殘丘,,残丘,2017-07-20
3138945,monsoon,季風,,季风,2017-07-20
3138946,monsoon burst,季風爆發,,季风爆发,2017-07-20
3138947,monsoon climate,季風氣候,,季风气候,2017-07-20
3138948,monsoon forest,季風雨林,,季[风]雨林,2017-07-20
3138949,monsoon index,季風指數,,季风指数,2017-07-20
3138950,montane belt,山地帶,,山地带,2017-07-20
3138951,montane meadow soil,山地草原土,,山地草甸土,2017-07-20
3138952,Montreal Protocol,蒙特利爾議定書或蒙特婁議定書,,蒙特利尔公约,2017-07-20
3138953,moor,泥炭沼澤,,,2017-07-20
3138954,moraine,冰磧；冰磧石；冰磧丘,,冰碛,2017-07-20
3138955,moraine-dammed lake,冰磧堰塞湖,,冰碛阻塞湖,2017-07-20
3138956,morphotectonics,構造[變動]地形,,,2017-07-20
3138957,mountain arc,山弧,,山弧,2017-07-20
3138958,mountain chain,山脈,,,2017-07-20
3138959,mountain climate,山地氣候,,山地气候,2017-07-20
3138960,mountain glacier,山地冰川,,山岳冰川,2017-07-20
3138961,mountain hydrology,山地水文,,山地水文,2017-07-20
3138962,mountain pass,隘口,,陉,2017-07-20
3138963,mountain range,山脈,,山脉,2017-07-20
3138964,mountain-valley breeze,山谷風,,山谷风,2017-07-20
3138965,movements,移動；流動；流通,,移动；运动,2017-07-20
3138966,MSS{multispectral scanner},多光譜掃瞄器,,多谱段扫描仪,2017-07-20
3138967,mud crack,泥裂,,泥裂,2017-07-20
3138968,mud maar,噴泥池,,喷泥池,2017-07-20
3138969,mud volcano,泥火山,,泥火山,2017-07-20
3138970,mudflow,泥流,,泥流,2017-07-20
3138971,mudstone,泥岩,,泥岩,2017-07-20
3138972,multi-cropping index,複種指數,,复种指数,2017-07-20
3138973,multi-dimensional data,多光譜資料,,多源空间数据,2017-07-20
3138974,multiple-nuclei model,多核心模式,,多内核模式,2017-07-20
3138975,multispectral image,多光譜影像,,多谱段影像,2017-07-20
3138976,multispectral remote sensing,多光譜遙測,,多谱段遥感,2017-07-20
3138977,multispectral scanner{=MSS},多光譜掃瞄器,,多谱段扫描仪,2017-07-20
3138978,multivariate analysis,多變量分析,,多元统计,2017-07-20
3138979,municipality,直轄市,,直辖市,2017-07-20
3138980,mushroom rock,蕈[狀]岩,,蘑菇石,2017-07-20
3138981,mutualism,互利共生,,互惠共生,2017-07-20
3138982,national highway,國道,,国道,2017-07-20
3138983,national park,國家公園,,国家公园,2017-07-20
3138984,national spatial data infrastructure,國家空間資料基礎建設,,国家空间信息基础实施,2017-07-20
3138985,National Spatial Planning,國土規劃,,国土规划,2017-07-20
3138986,nationalism,國族主義；民族主義,,民族主义,2017-07-20
3138987,nation-state,民族國家,,民族国家,2017-07-20
3138988,natural bridge,天然橋,,天生桥,2017-07-20
3138989,natural calendar,自然曆,,自然历,2017-07-20
3138990,natural environments,自然環境,,自然环境,2017-07-20
3138991,natural epidemic focus,天然疫源區,,自然疫源地,2017-07-20
3138992,natural erosion,自然侵蝕,,自然侵蚀,2017-07-20
3138993,natural gas,天然氣,,天然气,2017-07-20
3138994,natural hazard,自然災害；天然災害,,自然灾害,2017-07-20
3138995,natural heritage,自然遺產,,,2017-07-20
3138996,natural landscape,自然景觀,,自然景观,2017-07-20
3138997,natural levee,自然堤；天然堤,,天然堤,2017-07-20
3138998,natural resources,自然資源,,自然资源,2017-07-20
3138999,natural resources system,自然資源系統,,自然资源系统,2017-07-20
3139000,natural seasonal phenomena,自然物候；自然季節現象,,自然物候,2017-07-20
3139001,natural selection,天擇,,自然选择,2017-07-20
3139002,nature conservation,自然保育,,自然保育,2017-07-20
3139003,nature reserve,自然保留區,,自然保护区,2017-07-20
3139004,nature tourism,自然旅遊,,自然旅游,2017-07-20
3139005,nature trail,天然步道,,自然游道,2017-07-20
3139006,nautical chart,海圖,,航海地图,2017-07-20
3139007,neap tide,小潮,,小潮,2017-07-20
3139008,near infrared,近紅外光,,近红外,2017-07-20
3139009,nearest neighbor analysis,[最]近鄰分析,,最近邻分析,2017-07-20
3139010,nearshore,近濱,,近滨,2017-07-20
3139011,needle ice,潛冰針,,冰针,2017-07-20
3139012,negative feedback,負回饋,,负反馈,2017-07-20
3139013,neighborhood,鄰里,,邻里,2017-07-20
3139014,neighborhood,鄰里,,里坊,2017-07-20
3139015,neighborhood center,鄰里中心,,邻里中心,2017-07-20
3139016,neighborhood effect,鄰里效應,,邻里效应,2017-07-20
3139017,Neoarctic realm,新北界,,新北界,2017-07-20
3139018,neocolonialism,新殖民主義,,新殖民主义,2017-07-20
3139019,neoendemic,新特有種,,新特有种,2017-07-20
3139020,neogeography,新地理學,,,2017-07-20
3139021,neo-positivism,新實證主義；新實證論,,新实证主义（或新实证论）,2017-07-20
3139022,neo-positivist epistemology,新實證主義認識論,,新实证主义认识论,2017-07-20
3139023,neotectonic movement,新構造運動,,新构造运动,2017-07-20
3139024,Neotropic kingdom,新熱帶植物區,,新热带植物区,2017-07-20
3139025,Neotropic realm,新熱帶界,,新热带界,2017-07-20
3139026,nesting,巢套,,嵌套; 巢套(电算学),2017-07-20
3139027,network,網路；網絡,,网络,2017-07-20
3139028,network analysis,網路分析,,网络分析,2017-07-20
3139029,network density,網路密度,,网络密度,2017-07-20
3139030,network dynamics,網路動力學,,网络动力学,2017-07-20
3139031,network flow,網路流,,网络流,2017-07-20
3139032,network index,網路指數,,网络指数,2017-07-20
3139033,network theory,網路理論,,网络理论,2017-07-20
3139034,network topology,網路位相,,网络拓扑[结构],2017-07-20
3139035,networks of relations,關係網絡,,关系网络,2017-07-20
3139036,new town,新市鎮,,新城,2017-07-20
3139037,newly industrialized countries｛=NICs｝,新興工業化國家,,新兴工业化国家,2017-07-20
3139038,NGO{Non Governmental Organisations},非政府組織,,非政府组织,2017-07-20
3139039,niche,利基；棲位,,生态位,2017-07-20
3139040,nick point,遷急點；裂點,,,2017-07-20
3139041,nimbostratus,雨層雲,,雨层云,2017-07-20
3139042,nitrogen cycle,氮循環,,氮循环,2017-07-20
3139043,nitrogen fixation,固氮作用,,固氮作用,2017-07-20
3139044,nivation,雪蝕,,雪蚀,2017-07-20
3139045,nivation cirque,雪蝕冰斗,,雪蚀冰斗,2017-07-20
3139046,nodal point,節點,,结节点,2017-07-20
3139047,nodal point,節點,,,2017-07-20
3139048,nodal region,節點區,,节点区,2017-07-20
3139049,nodal region,節點區,,,2017-07-20
3139050,nodality,結節性,,结节性,2017-07-20
3139051,node,節點,,节点,2017-07-20
3139052,nodule,團塊；結核,,团块,2017-07-20
3139053,nomadism,游牧,,游牧,2017-07-20
3139054,Non Governmental Organisations{=NGO},非政府組織,,非政府组织,2017-07-20
3139055,non-basic activities,非基礎生產活動,,非基本活动,2017-07-20
3139056,nonclastic rock,非碎屑岩,,非碎屑岩,2017-07-20
3139057,nonconformity,非整合,,不整合,2017-07-20
3139058,nonpoint source,非點源,,非点源,2017-07-20
3139059,non-renewable resources,不可更新資源；不可再生資源,,不可更新资源,2017-07-20
3139060,nordic podzol,北方淋澱土,,北方灰化土,2017-07-20
3139061,normal fault,正斷層,,正断层,2017-07-20
3139062,normative spatial thinking,規範性空間思維,,規範性空間思想,2017-07-20
3139063,north pole,北極,,北极,2017-07-20
3139064,northern hemisphere,北半球,,北半球,2017-07-20
3139065,nuclear city,單核心都市,,单核城市,2017-07-20
3139066,nuclear power,核能,,核能,2017-07-20
3139067,nuclear winter,核子冬天,,核冬天,2017-07-20
3139068,numerical method,數值方法,,数值方法,2017-07-20
3139069,nunatak,冰原島[峰],,冰原岛,2017-07-20
3139070,O horizon,O層；有機質層,,有机质层,2017-07-20
3139071,oasis,綠洲,,绿洲,2017-07-20
3139072,oasis cultivation,綠洲農業,,绿洲农业,2017-07-20
3139073,oblique-slip fault,斜移斷層,,斜滑断层,2017-07-20
3139074,obsequent river,逆向河；反向河,,逆向河,2017-07-20
