ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3152828,Copernican system,哥白尼太陽系,,哥白尼体系,2017-07-20
3152829,Copernicus,哥白尼,,哥白尼,2017-07-20
3152830,corona,日冕；電暈,,电晕,2017-07-20
3152831,corona discharge,電暈放電,,电晕放电,2017-07-20
3152832,cosmic rays,宇宙[射]線,,宇宙射线,2017-07-20
3152833,cosmos,宇宙,,宇宙,2017-07-20
3152834,coulomb,庫侖,,库,2017-07-20
3152835,coulomb,庫侖,,库仑,2017-07-20
3152836,Coulomb force,庫侖力,,库仑力,2017-07-20
3152837,Coulomb law,庫倫定律,,库仑定律,2017-07-20
3152838,couple,力偶,,力偶,2017-07-20
3152839,coupling circuit,耦合電路,,偶合电路,2017-07-20
3152840,critical state,臨界態,,临界态,2017-07-20
3152841,crystal,晶體,,晶体,2017-07-20
3152842,current transformer,變流器,,电流互感器,2017-07-20
3152843,cyclotron,迴旋加速器,,回旋加速器,2017-07-20
3152844,damped vibration,阻尼振動,,阻尼振动,2017-07-20
3152845,DC power transmission,直流輸電,,直流输电,2017-07-20
3152846,de Broglie wave,德布羅意波,,德布罗意波,2017-07-20
3152847,deformation,形變,,形变,2017-07-20
3152848,delta connection,開角接法；三角接法,,三角形接法,2017-07-20
3152849,demagnetization,去磁；退磁,,退磁,2017-07-20
3152850,density,密度,,密度,2017-07-20
3152851,deposition,沉積,,凝华,2017-07-20
3152852,diamagnetic substance,反磁[性]物質,,抗磁质,2017-07-20
3152853,dielectric,介電質,,电介质,2017-07-20
3152854,dielectric polarization,介電極化,,电介质的极化,2017-07-20
3152855,diffraction grating,繞射光柵,,衍射光栅,2017-07-20
3152856,diffraction of light,光繞射,,光的衍射,2017-07-20
3152857,diffraction of wave,波繞射,,波的衍射,2017-07-20
3152858,digital camera,數位相機；數位攝影機,,数码相机,2017-07-20
3152859,digital circuit,數位電路,,数字电路,2017-07-20
3152860,digital communication,數位通訊,,数字通信,2017-07-20
3152861,digital television system,數位電視系統,,数字电视,2017-07-20
3152862,dispersion of light,光色散,,光的色散,2017-07-20
3152863,displacement,位移；排[水]量,,位移,2017-07-20
3152864,displacement current,位移電流,,位移电流,2017-07-20
3152865,distance of distinct vision,明視距離,,明视距离,2017-07-20
3152866,doped semiconductor,雜質半導體,,杂质半导体,2017-07-20
3152867,Doppler effect,都卜勒效應,,多普勒效应,2017-07-20
3152868,double-slit interference,雙狹縫干涉,,双缝干涉,2017-07-20
3152869,dry cell,乾電池,,干电池,2017-07-20
3152870,earth,地球；地；接地,,接地,2017-07-20
3152871,earthing,接地,,接地,2017-07-20
3152872,eddy current,渦[電]流,,涡电流,2017-07-20
3152873,effective resistance,有效電阻,,有效电阻,2017-07-20
3152874,Einstein,愛因斯坦,,爱因斯坦,2017-07-20
3152875,elastic deformation,彈性形變,,弹性形变,2017-07-20
3152876,elastic force,彈[性]力,,弹力,2017-07-20
3152877,elastic limit,彈性極限；彈性限[度],,弹性限度,2017-07-20
3152878,electret,永電體,,驻极体,2017-07-20
3152879,electric charge,電荷,,电荷,2017-07-20
3152880,electric circuit,電路,,电路,2017-07-20
3152881,electric current,電流,,电流,2017-07-20
3152882,electric displacement,電[位]移,,电位移,2017-07-20
3152883,electric field,電場,,电场,2017-07-20
3152884,electric field intensity,電場強度,,电场强度,2017-07-20
3152885,electric field line,電力線,,电场线,2017-07-20
3152886,electric field strength,電場強度,,电场强度,2017-07-20
3152887,electric flux,電通量,,电通量,2017-07-20
3152888,electric polarization,電極化強度,,电极化的强度,2017-07-20
3152889,electric polarization intensity,電極化強度,,电极化的强度,2017-07-20
3152890,electric potential,電位；電勢,,电势,2017-07-20
3152891,electric potential difference,電位差；電勢差,,电势差,2017-07-20
3152892,electric power,電功率,,电功率,2017-07-20
3152893,electric power network,電力網,,电力网,2017-07-20
3152894,electrification by friction,摩擦起電,,摩擦起电,2017-07-20
3152895,electrolysis,電解,,电解,2017-07-20
3152896,electrolyte,電解質,,电解质,2017-07-20
3152897,electromagnet,電磁體；電磁鐵,,电磁体,2017-07-20
3152898,electromagnetic damping,電磁阻尼,,电磁阻尼,2017-07-20
3152899,electromagnetic induction,電磁感應,,电磁感应,2017-07-20
3152900,electromagnetic interaction,電磁交互作用,,电磁相互作用,2017-07-20
3152901,electromagnetic pollution,電磁污染,,电磁污染,2017-07-20
3152902,electromagnetic relay,電磁繼電器,,电磁继电器,2017-07-20
3152903,electromagnetic wave,電磁波,,电磁波,2017-07-20
3152904,electromagnetic wave spectrum,電磁波譜,,电磁波谱,2017-07-20
3152905,electromotive force｛=emf｝,電動勢,,电动势,2017-07-20
3152906,electron cloud,電子雲,,电子云,2017-07-20
3152907,electron emission,電子發射,,电子发射,2017-07-20
3152908,electron microscope,電子顯微鏡,,电子显微镜,2017-07-20
3152909,electronic computer,電[子計]算機；電腦,,电脑,2017-07-20
3152910,electroscope,驗電器,,验电器,2017-07-20
3152911,electrostatic field,靜電場,,静电场,2017-07-20
3152912,electrostatic induction,靜電感應,,静电感应,2017-07-20
3152913,electrostatic precipitation,靜電集塵；靜電除塵,,静电除尘,2017-07-20
3152914,electrostatic screening,靜電屏蔽,,静电屏蔽,2017-07-20
3152915,electrostatic shielding,靜電屏蔽,,静电屏蔽,2017-07-20
3152916,electrostatic spraying,靜電噴塗；靜電噴霧,,静电喷涂,2017-07-20
3152917,elementary charge,基本電荷,,元电荷,2017-07-20
3152918,elementary particle,基本粒子,,基本粒子,2017-07-20
3152919,endoscope,內視鏡,,内窥镜,2017-07-20
3152920,energy,能[量],,能,2017-07-20
3152921,energy density,能量密度,,能量密度,2017-07-20
3152922,energy dissipation,能量耗散,,能量耗散,2017-07-20
3152923,energy-saving lamp,省電燈[泡]；省電燈[管],,节能灯,2017-07-20
3152924,equilibrium state,平衡[狀]態,,平衡态,2017-07-20
3152925,equipotential surface,等位面；等勢面,,等势面,2017-07-20
3152926,error,誤差,,误差,2017-07-20
3152927,ether,以太,,以太,2017-07-20
3152928,external force,外力,,外力,2017-07-20
3152929,facsimile,傳真,,传真,2017-07-20
3152930,Faraday law of electrolysis,法拉第電解定律,,法拉第电解定律,2017-07-20
3152931,Faraday law of electromagnetic induction,法拉第電磁感應定律,,法拉第电磁感应定律,2017-07-20
3152932,fax,傳真,,传真,2017-07-20
3152933,fermion,費米[粒]子,,费米子,2017-07-20
3152934,ferrite,鐵氧體,,铁氧体,2017-07-20
3152935,ferroelectrics,鐵電體,,铁电体,2017-07-20
3152936,ferromagnetic substance,鐵磁[性]物質,,铁磁质,2017-07-20
3152937,ferromagnetics,鐵磁學,,铁磁质,2017-07-20
3152938,fiber-optic communications,光纖通訊,,光纤通信,2017-07-20
3152939,field effect transistor｛=FET｝,場效[應]電晶體,,场效应晶体管,2017-07-20
3152940,filter,濾器；濾波器；濾光片；濾光鏡；過濾；濾清,,滤波器,2017-07-20
3152941,first cosmic velocity,第一宇宙速度,,第一宇宙速度,2017-07-20
3152942,fission,[核]分裂；[核]裂變,,裂变,2017-07-20
3152943,fluid,流體；流質,,流体,2017-07-20
3152944,fluid mechanics,流體力學,,流体力学,2017-07-20
3152945,fluorescence,螢光,,荧光,2017-07-20
3152946,fluorescent lamp,螢光燈；日光燈,,日光灯,2017-07-20
3152947,focal power,焦度；倒焦距,,光焦度,2017-07-20
3152948,force,力,,力,2017-07-20
3152949,forced vibration,強制振動,,受迫振动,2017-07-20
3152950,Franck-Hertz experiment,法蘭克-赫茲實驗,,弗兰克-赫兹实验,2017-07-20
3152951,Fraunhofer diffraction,夫朗和斐繞射,,夫琅禾费衍射,2017-07-20
3152953,free vibration,自由振動,,自由振动,2017-07-20
3152954,Fresnel bimirror,菲涅耳雙鏡,,菲涅耳双镜,2017-07-20
3152955,Fresnel diffraction,菲涅耳繞射,,菲涅耳衍射,2017-07-20
3152956,Fresnel formula,菲涅耳公式,,菲涅耳公式,2017-07-20
3152957,friction,摩擦；摩擦力；阻[力],,摩擦,2017-07-20
3152958,fuel cell,燃料電池,,燃料电池,2017-07-20
3152959,fusion,核融合；熔化；[核]聚變,,熔化,2017-07-20
3152960,Galilean transformation,伽利略轉換,,伽利略变换,2017-07-20
3152961,gamma-ray,γ射線,,γ射线,2017-07-20
3152962,gas discharge,氣體放電,,气体放电,2017-07-20
3152963,gas laser,氣體雷射,,气体激光器,2017-07-20
3152964,gaseous discharge lamp,氣體放電燈,,气体放电灯,2017-07-20
3152965,gate,閘,,门电路,2017-07-20
3152966,gate circuit,閘電路,,门电路,2017-07-20
3152967,gating circuit,閘控電路,,门电路,2017-07-20
3152968,Gauss theorem,高斯定理,,高斯定理,2017-07-20
3152969,Gay-Lussac law,給呂薩克定律,,盖-吕萨克定律,2017-07-20
3152970,Geiger-Müller counter,蓋革-繆勒計數器,,盖革-弥勒计数器,2017-07-20
3152971,general relativity,廣義相對論,,广义相对论,2017-07-20
3152972,generator,發電機；發生器,,发电机,2017-07-20
3152973,geocentic theory,地心[學]說,,地心说,2017-07-20
3152974,geomagnetic field,地磁場,,地磁场,2017-07-20
3152975,geostationary satellite orbit,定置衛星軌道,,地球静止卫星轨道,2017-07-20
3152976,geosynchronous orbit,環地同步軌道,,地球同步轨道,2017-07-20
3152977,global positioning system｛=GPS｝,全球定位系統,,全球卫星定位系统,2017-07-20
3152978,glow discharge,輝光放電,,辉光放电,2017-07-20
3152979,gravitational field,重力場,,引力场,2017-07-20
3152980,gravitational mass,重力質量,,引力质量,2017-07-20
3152981,gravitational potential energy,重力位能；重力勢能,,引力势能,2017-07-20
3152982,gravity,重力,,重力,2017-07-20
3152983,gravity potential energy,重力位能；重力勢能,,重力势能,2017-07-20
3152984,ground,接地,,接地,2017-07-20
3152985,ground wave,地[面電]波,,地波,2017-07-20
3152986,grounding,接地,,接地,2017-07-20
3152987,half-wave loss,半波耗損,,半波损失,2017-07-20
3152988,Hall effect,霍爾效應,,霍尔效应,2017-07-20
3152989,hall element,霍耳元件,,霍尔元件,2017-07-20
3152990,hard magnetic material,硬磁材料,,硬磁材料,2017-07-20
3152991,hardware,硬體,,硬件,2017-07-20
3152992,heliocentric theory,日心[學]說,,日心说,2017-07-20
3152993,helix,螺旋[線],,螺旋,2017-07-20
3152994,high pressure mercury lamp,高壓水銀燈；高壓汞燈,,高压汞灯,2017-07-20
3152995,holograph,全相；全像,,全息照相,2017-07-20
3152996,Hooke law,虎克定律,,胡克定律,2017-07-20
3152997,Hubble space telescope｛=HST ｝,哈伯太空望遠鏡,,哈勃望远镜,2017-07-20
3152998,Huygens-Fresnel principle,惠更斯-菲涅耳原理,,惠更斯-菲涅耳原理,2017-07-20
3152999,hydrogen bomb,氫彈,,氢弹,2017-07-20
3153000,hydrostatic pressure,靜液壓[力],,流体的静压强,2017-07-20
3153001,hyperon,超子,,超子,2017-07-20
3153002,IC card,IC卡,,IC卡,2017-07-20
3153003,ideal fluid,理想流體,,理想流体,2017-07-20
3153004,ideal gas,理想氣體,,理想气体,2017-07-20
3153005,ideal gas equation of state,理想氣體狀態方程,,理想气体状态方程,2017-07-20
3153006,illuminance,照[明]度,,光照度,2017-07-20
3153007,impedance,阻抗,,阻抗,2017-07-20
3153008,impedance matching,阻抗匹配,,阻抗匹配,2021-12-14
3153009,impulse,衝量；脈衝,,冲量,2017-07-20
3153010,incandescent lamp,白熾燈,,白炽灯,2017-07-20
3153011,inclined plane,斜面,,斜面,2017-07-20
3153012,induction coil,感應[線]圈,,感应圈,2017-07-20
3153013,induction current,感應電流,,感应电流,2017-07-20
3153014,induction electromotive force,感應電動勢,,感应电动势,2017-07-20
3153015,inductive reactance,[有]感[電]抗,,感抗,2017-07-20
3153016,inertia,慣性；慣量,,惯性,2017-07-20
3153017,"inertial [reference] frame,",慣性[參考]系,,惯性参考系,2017-07-20
3153018,inertial [reference] system,慣性[參考]系,,惯性参考系,2017-07-20
3153019,inertial centrifugal force,慣性離心力,,惯性离心力,2017-07-20
3153020,inertial force,慣性力,,惯性力,2017-07-20
3153021,inertial mass,慣性質量,,惯性质量,2017-07-20
3153022,infrasonic wave,次声波,,次声波,2017-07-20
3153023,input resistance,輸入電阻,,输入电阻,2017-07-20
3153024,instantaneous velocity,瞬時速度,,瞬时速度,2017-07-20
3153025,insulator,絕緣體,,绝缘体,2017-07-20
3153026,integrated circuit｛=IC｝,積體電路,,集成电路,2017-07-20
3153027,intensity,強度,,光亮度,2017-07-20
3153028,intensity of sound,聲強[度],,声强,2017-07-20
3153029,interference of light,光干涉,,光的干涉,2017-07-20
3153030,intermolecular force,分子間力,,分子间力,2017-07-20
3153031,internal energy,內能,,内能,2017-07-20
3153032,internal force,內力,,内力,2017-07-20
3153033,internal photoelectric effect,內光電效應,,内光电效应,2017-07-20
3153034,international system of units｛=SI｝,國際單位制,,国际单位制,2017-07-20
3153035,internet,網際網路；互聯網,,因特网,2017-07-20
3153036,intrinsic semiconductor,本質半導體,,本征半导体,2017-07-20
3153037,introscope,內視鏡,,内窥镜,2017-07-20
3153038,ionization chamber,游離室,,电离室,2017-07-20
3153039,ionosphere,電離層，游離層,,电离层,2017-07-20
3153040,isobaric spin,同位[自]旋,,同位旋,2017-07-20
3153041,isospin,同位[自]旋,,同位旋,2017-07-20
3153042,isotopic spin,同位[自]旋,,同位旋,2017-07-20
3153043,Joule law,焦耳定律,,焦耳定律,2017-07-20
3153044,Kepler,克卜勒,,开普勒,2017-07-20
3153045,Kepler law,克卜勒定律,,开普勒定律,2017-07-20
3153046,kinescope,[電子]顯像管,,显象管,2017-07-20
3153047,kinetic energy,動能,,动能,2017-07-20
3153048,kinetic theory of gases｛=gas kinetics｝,氣體運動論,,气体动理论,2017-07-20
3153049,Kirchhoff equations,克希何夫方程式,,基尔霍夫方程组,2017-07-20
3153050,laminar flow,層流,,层流,2017-07-20
3153051,laser,雷射；激光,,激光,2017-07-20
3153052,laser amplifier,雷射放大器,,激光放大器,2017-07-20
3153053,laser range finder,雷射測距儀,,激光测距仪,2017-07-20
3153054,law of conservation of angular momentum,角動量守恆定律,,角动量守恒定律,2017-07-20
3153055,law of conservation of charge,電荷守恆定律,,电荷守恒定律,2017-07-20
3153056,law of conservation of mechanical energy,力學能守恆定律,,机械能守恒定律,2017-07-20
3153057,law of conservation of momentum,動量守恆律,,动量守恒定律,2017-07-20
3153058,law of inertia,慣性定律,,惯性定律,2017-07-20
3153059,law of universal gravitation,萬有引力定律,,万有引力定律,2017-07-20
3153060,laws of thermodynamics,熱力學定律,,热力学定律,2017-07-20
3153061,lead accumulator,鉛蓄電池,,铅蓄电池,2017-07-20
3153062,length,長度,,长度,2017-07-20
3153063,lens,透鏡,,透镜,2017-07-20
3153064,Lenz law,冷次定律,,楞次定律,2017-07-20
3153065,lepton,輕子,,轻子,2017-07-20
3153066,level,[能]階；級；水平面；水平器,,电平,2017-07-20
3153067,lever,槓桿,,杠杆,2017-07-20
3153068,Leyden jar,來登瓶,,莱顿瓶,2017-07-20
3153069,light,光,,光,2017-07-20
3153070,light absorption,光吸收,,光的吸收,2017-07-20
3153071,"light spectrum,",光譜,,光谱,2017-07-20
3153072,light-emitting diode｛=LED｝,發光二極體,,发光二极管,2017-07-20
3153073,linac,直線[電子]加速器,,直线加速器,2017-07-20
3153074,linear accelerator,直線[電子]加速器,,直线加速器,2017-07-20
3153075,linear motor,線性電動機；線性馬達；直線電動機,,直线电动机,2017-07-20
3153076,liquefaction,液化,,液化,2017-07-20
3153077,liquid crystal,液晶；液態晶體,,液晶,2017-07-20
3153078,liquid drop model,液滴模型,,液滴模型,2017-07-20
3153079,liquid laser,液體雷射,,液体激光器,2017-07-20
3153080,lithium cell,鋰電池,,锂电池,2017-07-20
3153081,Lloyd mirror,勞埃鏡,,劳埃德镜,2017-07-20
3153082,logical circuit,邏輯電路,,逻辑电路,2017-07-20
3153083,Lorentz force,勞侖茲力,,洛伦兹力,2017-07-20
3153084,Lorentz transformation,勞侖茲轉換,,洛伦兹变换,2017-07-20
3153085,loudness,響度,,响度,2017-07-20
3153086,loudspeaker,揚聲器；擴音器,,扬声器,2017-07-20
3153087,luminance,光亮度,,光亮度,2017-07-20
3153088,luminous flux,光通量,,光通量,2017-07-20
3153089,luminous intensity,光強度,,发光强度,2022-07-15
3153090,maglev train  ,磁浮列車,,磁浮列车,2017-07-20
3153091,magnet,磁體；磁鐵,,磁体,2017-07-20
3153092,magnetic card,磁卡,,磁卡,2017-07-20
3153093,magnetic circuit,磁[迴]路,,磁路,2017-07-20
3153094,magnetic domain,磁域,,磁畴,2017-07-20
3153095,magnetic energy density,磁能密度,,磁能密度,2017-07-20
3153096,magnetic field,磁場,,磁场,2017-07-20
3153097,magnetic field intensity,磁場強度,,磁场强度,2017-07-20
3153098,magnetic field strength,磁場強度,,磁场强度,2017-07-20
3153099,magnetic flux,磁通量,,磁通量,2017-07-20
3153100,magnetic flux linkage,磁通量鏈,,磁链,2017-07-20
3153101,magnetic focusing,磁聚焦,,磁聚焦,2017-07-20
3153102,magnetic induction,磁感應；磁感應強度,,磁感应强度,2017-07-20
3153103,magnetic medium,磁介質,,磁介质,2017-07-20
3153104,magnetic moment,磁矩,,磁矩,2017-07-20
3153105,magnetic permeability,磁導率,,磁导率,2017-07-20
3153106,magnetic recording,磁[性]記錄,,磁纪录,2017-07-20
3153107,magnetic shielding,磁屏蔽,,磁屏蔽,2017-07-20
3153108,magnetic suspension train,磁浮列車,,磁浮列车,2017-07-20
3153109,magnetic susptibility,磁化率,,磁化率,2017-07-20
3153110,magnetization,磁化；磁化強度,,磁化,2017-07-20
3153112,magnetohydrodynamic generator,磁流體發電機,,磁流体发电机,2017-07-20
3153113,magnetometer,磁強計,,磁强计,2017-07-20
3153114,mass,質量,,质量,2017-07-20
3153115,mass point  ,質點,,质点,2017-07-20
3153116,mass spectrometer,質譜儀,,质谱仪,2017-07-20
3153117,mass-energy relation,質能關係[式],,质能关系,2017-07-20
3153118,Maxwell equations,馬克士威方程[式],,麦克斯韦方程组,2017-07-20
3153119,Maxwell velocity distribution,馬克士威速度分布,,麦克斯韦速度分布,2017-07-20
3153120,mean life,平均壽命,,平均寿命,2017-07-20
3153121,mean lifetime,平均壽命,,平均寿命,2017-07-20
3153122,mean velocity,平均速度,,平均速度,2017-07-20
3153123,mechanical energy,力學能,,机械能,2017-07-20
3153124,mechanical wave,力學波,,机械波,2017-07-20
3153125,melting point,熔點,,熔点,2017-07-20
3153126,"melting,  ",熔化,,熔化,2017-07-20
3153127,memory,記憶體,,存储器,2017-07-20
3153128,mercury vapor lamp,汞燈,,汞灯,2017-07-20
3153129,meson,介子,,介子,2017-07-20
3153130,metal detector,金屬偵檢器,,金属探测器,2017-07-20
3153131,Michelson interferometer,邁克生干涉儀,,迈克耳孙干涉仪,2017-07-20
3153132,Michelson-Morley experiment,邁克遜-莫雷實驗,,迈克耳孙-莫雷实验,2017-07-20
3153133,microelectronic technique,微電子技術,,微电子技术,2017-07-20
3153134,micrometer caliper,螺旋測微器,,螺旋测微器,2017-07-20
3153135,microscope,顯微鏡,,显微镜,2017-07-20
3153136,microwave oven,微波爐,,微波炉,2017-07-20
3153137,microwave relay communication,微波中繼通訊,,微波中继通信,2017-07-20
3153138,Millikan,密立坎,,密立根,2017-07-20
3153139,Millikan oil-drop experiment,密立坎油滴實驗,,密立根油滴实验,2017-07-20
3153140,mirage,海市蜃樓，幻象,,海市蜃楼,2017-07-20
3153141,mobile telephone network ,行動電話,,移动电话,2017-07-20
3153142,modulation,調制；調變,,调制,2017-07-20
3153143,mole,莫耳,,摩尔,2017-07-20
3153144,molecular current,分子電流,,分子电流,2017-07-20
3153145,molecule,分子,,分子,2017-07-20
3153146,moment of force,力矩,,力矩,2017-07-20
3153147,moment of inertia,轉動慣量,,转动惯量,2017-07-20
3153148,momentum,動量,,动量,2017-07-20
3153149,musical quality,音色,,音色,2017-07-20
3153150,musical scale,音階,,音阶,2017-07-20
3153151,musical tone,樂音,,乐音,2017-07-20
3153152,mutual induction,互感[應],,互感,2017-07-20
3153153,nanometer,奈米,,纳米,2017-07-20
3153154,nanotechnology,奈米技術,,纳米科技,2017-07-20
3153155,NC machine tool,數控機具,,数控机床,2017-07-20
3153156,neon lamp,霓虹燈,,霓虹灯,2017-07-20
3153157,neon light,霓虹燈,,霓虹灯,2017-07-20
3153158,neutron bomb,中子彈,,中子弹,2017-07-20
3153159,neutron star,中子星,,中子星,2017-07-20
3153160,newton,牛頓,,牛顿,2017-07-20
3153161,Newton first law,牛頓第一定律,,牛顿第一定律,2017-07-20
3153162,Newton laws of motion,牛頓運動定律,,牛顿运动定律,2017-07-20
3153163,Newton ring,牛頓環,,牛顿环,2017-07-20
3153164,Newton second law,牛頓第二運動定律,,牛顿第二定律,2017-07-20
3153165,Newton third law,牛頓第三運動定律,,牛顿第三定律,2017-07-20
3153166,nm,奈米,,纳米,2017-07-20
3153167,noise,噪音；雜訊,,噪声,2017-07-20
3153168,nonconservative force,非保守力,,非保守力,2017-07-20
3153169,non-crystalline solid,非晶[態固]體,,非晶态固体,2017-07-20
3153170,noninertial system,非慣性系[統],,非惯性系,2017-07-20
3153171,nuclear battery,核電池；核能電池,,核电池,2017-07-20
3153172,nuclear force,核力,,核力,2017-07-20
3153173,nuclear reaction,核反應,,核反应,2017-07-20
3153174,nuclear reactor,核反應器,,核反应堆,2017-07-20
3153175,nuclide,[原子]核種,,核素,2017-07-20
3153176,nulcear magnetic resonance｛=NMR｝,核磁共振,,核磁共振,2017-07-20
