ID,英文名稱,中文名稱,圖片,更新日期
9357260,model scale,模型縮尺,,2020-08-25
9357261,model ship correlation allowance,模型實船相關裕度,,2020-08-25
9357262,model test,模型試驗,,2020-08-25
9357263,modelling,模擬；建立模型；模型製造；仿裝；靠模加工,,2020-08-25
9357264,model-milling machine,模型加工銑床,,2020-08-25
9357265,model-profiling machine,靠模工具機；仿形工具機,,2020-08-25
9357266,model-ship correlation line,船模-實船相關線,,2020-08-25
9357267,moderate breeze,和風；四級風{風速11~16節},,2020-08-25
9357268,moderate gale,疾風；七級風{風速28~33節},,2020-08-25
9357269,moderate sea,中浪{三級浪},,2020-08-25
9357270,modified zigzag test,變舵角Z型操縱試驗,,2020-08-25
9357271,MODP {mobile offshore drilling platform},移動式近海鑽探平台,,2020-08-25
9357272,MODR {mobile offshore drilling rig},移動式近海鑽探平台；移動式近海鑽探裝置,,2020-08-25
9357273,MODU CODE {Code for the Construction and Equipment of Mobile Offshore Drilling Units},移動式近海鑽探裝置建造及設備章程,,2020-08-25
9357274,modular deck,模組甲板,,2020-08-25
9357275,modular unit,模組單元；可互換標準件,,2020-08-25
9357276,modularity,模組化,,2020-08-25
9357277,modulating frequency,調變頻率,,2020-08-25
9357278,modulation,調變,,2020-08-25
9357279,modulator,調變器；調幅器,,2020-08-25
9357280,modulator-demodulator,調制解調制裝置,,2020-08-25
9357281,module,模組；模件,,2020-08-25
9357282,module design,模組設計,,2020-08-25
9357283,modulus,模數；模量；係數；模,,2020-08-25
9357284,modulus of dilatation,膨脹模數,,2020-08-25
9357285,modulus of elasticity,彈性係數；彈性模數,,2020-08-25
9357286,modulus of inelastic buckling,非彈性挫曲模數,,2020-08-25
9357287,modulus of rigidity,剛性模數；剪切模數；剛性係數,,2020-08-25
9357288,modulus of rupture,斷裂模量；折斷模數,,2020-08-25
9357289,moist steam,濕蒸汽,,2020-08-25
9357290,moisture,水分；濕度,,2020-08-25
9357291,moisture catcher,脫水器；乾燥劑；吸濕器,,2020-08-25
9357292,moisture indicator,濕度指示器,,2020-08-25
9357293,moisture proof,防潮；防濕,,2020-08-25
9357294,moisture resistant insulating material,抗濕絕緣材料,,2020-08-25
9357295,moisture trap,除濕機,,2020-08-25
9357296,molasses boat,糖蜜船,,2020-08-25
9357297,molasses tanker,糖蜜船,,2020-08-25
9357298,mold,模；鑄模,,2020-08-25
9357299,mold capacity,型容積,,2020-08-25
9357300,mold loft,放樣間,,2020-08-25
9357301,mold loft batten,放樣木條,,2020-08-25
9357302,mold loft floor,放樣台,,2020-08-25
9357303,mold loft on reduced scale,縮尺放樣,,2020-08-25
9357304,mold loft work,放樣工作,,2020-08-25
9357305,mold plan,型圖{放樣},,2020-08-25
9357306,molded body,型體,,2020-08-25
9357307,molded breadth,模寬；型寬,,2020-08-25
9357308,molded centerline,型中心線；理論中心線,,2020-08-25
9357309,molded depth,模深；型深,,2020-08-25
9357310,molded dimension,模尺寸；型尺寸,,2020-08-25
9357311,molded displacement,模排水量；型排水量,,2020-08-25
9357312,molded draft,模吃水；型吃水量,,2020-08-25
9357313,molded draught,模吃水；型吃水,,2020-08-25
9357314,molded hull surface,船[體]型面,,2020-08-25
9357315,molded line,模線；型線,,2020-08-25
9357316,molded volume,型排水體積,,2020-08-25
9357317,molder,鑄工；翻砂工,,2020-08-25
9357318,molding,緣材；造模翻砂；成型；塑模；模造；模製品；模造物,,2020-08-25
9357319,molding machine,造模機；塑造機,,2020-08-25
9357320,Mollier diagram,蒸汽線圖,,2020-08-25
9357321,molten metal,熔態金屬,,2020-08-25
9357322,molten pool,熔[化]池{銲接},,2020-08-25
9357323,molten slag,熔渣,,2020-08-25
9357324,molten sulphur carrier,熔硫運輸船,,2020-08-25
9357325,moment,力矩,,2020-08-25
9357326,moment distribution method,力矩分配法,,2020-08-25
9357327,moment of area,面積矩,,2020-08-25
9357328,moment of couple,力偶矩,,2020-08-25
9357329,moment of force,力矩,,2020-08-25
9357330,moment of inertia,慣性矩,,2020-08-25
9357331,moment of mass,質量矩,,2020-08-25
9357332,moment of momentum,動量矩,,2020-08-25
9357333,moment of spectrum,譜矩,,2020-08-25
9357334,moment to change trim one cm {=MTC},每公分俯仰差力矩,,2020-08-25
9357335,moment to change trim one inch {=MTI},每吋俯仰差力矩,,2020-08-25
9357336,momentum,動量,,2020-08-25
9357337,momentum theory,動量理論,,2020-08-25
9357338,momentum thickness,動量厚度,,2020-08-25
9357339,Monel clad steel,蒙鈉護面綱,,2020-08-25
9357340,Monel cladding,蒙納合金包層,,2020-08-25
9357341,Monel metal,蒙納合金{鎳銅合金},,2020-08-25
9357342,monitor,監視器；偵測器；噴射器,,2020-08-25
