ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3545839,[effective] thermal efficiency of power plant,動力裝置[有效]熱效率,,動力裝置[有效]熱效率,2018-08-15
3545840,[fishing] closed season,禁漁期,,禁漁期,2018-08-15
3545841,[fishing] mass migration,魚群洄游,,魚類回游,2018-08-15
3545842,[fishing] migration route,洄游路線,,回游路線,2018-08-15
3545843,[fishing] season off,休漁期,,休漁期,2018-08-15
3545844,[geographic] latitude,地理緯度,,[地理]緯度,2018-08-15
3545845,[geographic] longitude,地理經度,,[地理]經度,2018-08-15
3545846,[magnetic] variation{=Var.},地磁差,,磁差,2018-08-15
3545847,A class division,A級[防火]隔艙；甲級[防火]隔艙,,甲級分隔,2018-08-15
3545848,A frame,A形構架；A形吊架,,“A”型吊架,2018-08-15
3545849,a hoist,一掛[旗],,一掛,2018-08-15
3545850,a.a.r{against all risk},保全險,,承保一切險,2018-08-15
3545851,A.C. electric propulsion plant,交流電力推進裝置,,交流電力推進裝置,2018-08-15
3545852,a/c{alter course},轉向,,轉向,2018-08-15
3545853,AAIC {accounting authority identification code},帳務機構識別碼,,賬務機構識別碼,2018-08-15
3545854,AB{able-bodied seaman},幹練水手,,一級水手,2018-08-15
3545855,aback,向後；逆帆；逆風,,向後,2018-08-15
3545856,abaft,在後,,在後,2018-08-15
3545857,abandon ship drill,棄船操演,,棄船救生演習{棄船演習},2018-08-15
3545858,abandon ship signal,棄船信號,,棄船信號,2018-08-15
3545859,abandonment,委付,,委付,2018-08-15
3545860,abandonment of ship,棄船,,棄船,2018-08-15
3545861,abeam,舷向；正橫[向],,正橫,2018-08-15
3545862,abeam approaching method,正橫接近法,,正橫接近法,2018-08-15
3545863,abeam replenishing rig,橫向補給裝置,,橫向補給裝置,2018-08-15
3545864,abeam replenishment at sea,海上橫向補給,,航行橫向補給,2018-08-15
3545865,aberration,光行差,,光行差,2018-08-15
3545866,able-bodied seaman{=AB},幹練水手,,一級水手,2018-08-15
3545867,abnormal injection,異常噴射,,異常噴油,2018-08-15
3545868,abnormal wear,異常磨損,,異常磨損,2018-08-15
3545869,above deck equipment{=ADE},艙面設備,,艙外設備,2018-08-15
3545870,abrasive wear,磨料磨損,,磨料磨損,2018-08-15
3545871,ABS{American Bureau of Shipping},美國驗船協會,,美國船級社,2018-08-15
3545872,absolute bolometric magnitude,絕對熱星等,,絕對輻射熱星等,2018-08-15
3545873,absolute delay,絕對延遲,,絕對延遲,2018-08-15
3545874,absolute humidity,絕對濕度,,絕對濕度,2018-08-15
3545875,absolute log,絕對測程儀,,絕對計程儀,2018-08-15
3545876,absolute parallax,絕對視差,,絕對視差,2018-08-15
3545877,absolute pressure,絕對壓力,,絕對壓力,2018-08-15
3545878,absolute temperature,絕對溫度,,絕對溫度,2018-08-15
3545879,absolute velocity,絕對速度,,絕對速度,2018-08-15
3545880,absorbent material,吸收材,,吸收材料,2018-08-15
3545881,absorption agent,吸收劑,,吸收劑,2018-08-15
3545882,absorption refrigeration,吸收冷凍,,吸收製冷,2018-08-15
3545883,AC power station,交流電站,,交流電站,2018-08-15
3545884,AC three-phase three-wire system,交流三相三線制,,交流三相三線制,2018-08-15
3545885,accelerated corrosion test,加速腐蝕試驗,,加速腐蝕試驗,2018-08-15
3545886,acceleration of ship,船舶加速度,,船舶加速度,2018-08-15
3545887,acceleration performance,加速性能,,加速性能,2018-08-15
3545888,acceleration turn,加速迴旋,,加速旋回,2018-08-15
3545889,accelerometer,加速計；加速規,,加速度計{加速計},2018-08-15
3545890,access opening,出入開口,,出入口,2018-08-15
3545891,accessibility,可達性,,可達性,2018-08-15
3545892,accessorial charge,附收費用；附屬費用,,附加費用,2018-08-15
3545893,accidental pollution,事故污染；意外污染,,事故污染,2018-08-15
3545894,accommodation,住艙設施；起居艙設施,,起居艙室,2018-08-15
3545895,accommodation deck,起居艙甲板；住艙甲板,,起居甲板,2018-08-15
3545896,accommodation equipment,住艙設備,,艙室設備,2018-08-15
3545897,accommodation ladder,舷梯,,舷梯,2018-08-15
3545898,accommodation ladder winch,舷梯絞車,,舷梯絞車,2018-08-15
3545899,accommodation outfitting,室裝,,內舾裝,2018-08-15
3545900,accommodation space,住艙空間；起居艙空間,,起居處所,2018-08-15
3545901,accounting authority,帳務機構,,賬務機構,2018-08-15
3545902,accounting authority identification code{=AAIC},帳務機構識別碼,,賬務機構識別碼,2018-08-15
3545903,accumulated rate,[累]積差率,,積差[率],2018-08-15
3545904,accumulator battery,蓄電池,,蓄電池,2018-08-15
3545905,accuracy control,精度控制,,精度管理,2018-08-15
3545906,accuracy of position,船位精度,,船位精度,2018-08-15
3545907,acetylene generator,乙炔發生器,,乙炔發生器,2018-08-15
3545908,Achernar,水委一{屬銀河星座},,水委一{波江α},2018-08-15
3545909,acicular nebula,針狀星雲,,針狀星雲,2018-08-15
3545910,acid proof,耐酸；抗酸,,防酸性能,2018-08-15
3545911,acid resistance,耐酸；抗酸,,防酸性能,2018-08-15
3545912,acidity,酸度,,酸度,2018-08-15
3545913,acknowledge,認知；收到,,收妥,2018-08-15
3545914,acknowledge signal,收到信號，確認信號,,應答信號,2018-08-15
3545915,acknowledgement of distress alert,確認收到遇險警報,,確認遇險報警收妥,2018-08-15
3545916,acoustic depth finder,回聲測深儀,,回聲測深儀,2018-08-15
3545917,acoustic frequency,聲頻,,聲頻；音訊,2018-08-15
3545918,acoustic wave,聲波；音波,,聲波,2018-08-15
3545919,acquisition,擷取,,捕獲,2018-08-15
3545920,Acrux,十字架二{南十字α},,十字架二{南十字α},2018-08-15
3545921,activated anti-rolling tank stabilization system,主動式減搖水櫃穩定系統,,主動水艙式減搖裝置,2018-08-15
3545922,active power,有效功率；有效電力,,有功功率,2018-08-15
3545923,active rudder,主動舵,,主動舵,2018-08-15
3545924,active satellite,主動衛星,,有源衛星,2018-08-15
3545925,actual carrier,實際運送人,,實際承運人,2018-08-15
3545926,actual cycle,實際循環,,實際迴圈,2018-08-15
3545927,actual total loss,實際全損,,實際全損,2018-08-15
3545928,actual track,實際航跡,,實際航跡向,2018-08-15
3545929,actuator,致動器；引動器,,執行器,2018-08-15
3545930,ACV {air cushion vessel},氣墊船,,氣墊船,2018-08-15
3545931,ad valorem,從價,,從價,2018-08-15
3545932,ad valorem rate,從價運費,,從價運費,2018-08-15
3545933,adaptive autopilot,適應式自動操舵儀,,自我調整操舵儀,2018-08-15
3545934,adaptive control,適應控制,,適應控制,2018-08-15
3545935,Adcook antenna,亞德考克天線,,愛德考克天線,2018-08-15
3545936,added mass,附加質量,,附加品質,2018-08-15
3545937,additional charge,附加費,,附加運費{附加費},2018-08-15
3545938,additional secondary phase factor{=ASF},附加二次相位因數,,附加二次相位因數,2018-08-15
3545939,additional survey,額外檢驗,,附加檢驗,2018-08-15
3545940,address,地址,,收報人名址,2018-08-15
3545941,addressee,收信人,,收報人,2018-08-15
