ID,英文名稱,中文名稱,圖片,更新日期
21089080,extra dopant,額外雜質,,2022-09-29
21089081,extra duty,附加負載；額外任務,,2022-09-29
21089082,extra excitation,過激,,2022-09-29
21089083,extra expansion,額外擴充,,2022-09-29
21089084,extra high pressure,超高壓力,,2022-09-29
21089085,extra high voltage{=EHV},超高電壓,,2022-09-29
21089086,extra high-frequency,額外高頻；超高頻,,2022-09-29
21089087,extra limiter,附加限幅器,,2022-09-29
21089088,extra loss,額外損失；附加損失,,2022-09-29
21089089,extra low voltage blanket,特低壓電毯,,2022-09-29
21089090,extra low voltage circuit,特低電壓電路,,2022-09-29
21089091,extra low voltage lighting,特低電壓照明,,2022-09-29
21089092,extra neutrons,額外中子；附加中子,,2022-09-29
21089093,extra order,附加位；附加指令,,2022-09-29
21089094,extra pair,備用對,,2022-09-29
21089095,extra polated range,外推距離；外推量程,,2022-09-29
21089096,extra polation,外推法,,2022-09-29
21089097,extra pseudo order,外加偽指令,,2022-09-29
21089098,extra rays,異常射線,,2022-09-29
21089099,extra refractive index,超高折射率,,2022-09-29
21089100,extra space,額外空間,,2022-09-29
21089101,extra strong paper,牛皮紙；加強紙,,2022-09-29
21089102,extra support,額外支撐,,2022-09-29
21089103,extra terrestrial disturbance,宇宙干擾,,2022-09-29
21089104,extra voltage level,額外電壓準位,,2022-09-29
21089105,extra X ray reflection,額外 X 射線反射,,
21089106,extracellular fluid,細胞外液；間液,,2022-09-29
21089107,Extracellular matrix,細胞外基質,,2022-09-29
21089108,extracellular recording,細胞外記錄,,2022-09-29
21089109,extracellular water,細胞外液水,,2022-09-29
21089110,extra code,附加碼,,
21089111,extracorporeal blood,體外血液,,2022-09-29
21089112,extracorporeal pathogen,體外病原體,,2022-09-29
21089113,extract,萃取物；抽出物,,2022-09-29
21089114,extract embedded information,擷取內嵌資訊,,2022-09-29
21089115,extract fan,排氣扇,,2022-09-29
21089116,extract instruction,摘取指令,,2022-09-29
21089117,extract layer,萃取層,,2022-09-29
21089118,extractable content,可萃取含量,,2022-09-29
21089119,extractant,萃取劑；抽取劑,,2022-09-29
21089120,extracted beam,抽（萃）取射柱,,2022-09-29
21089121,extracted derived feature,抽取導出特徵,,2022-09-29
21089122,extracted integral feature,抽取整體特徵,,2022-09-29
21089123,extractibility,抽萃取率；可萃取性,,2022-09-29
21089124,extracting additional information,抽取附加資訊,,2022-09-29
21089125,extracting cartridge,抽彈,,2022-09-29
21089126,extracting clock,提取時鐘,,2022-09-29
21089127,extracting control signal,擷取控制信號,,2022-09-29
21089128,extracting flicker,擷取閃爍,,2022-09-29
21089129,extracting information,擷取資訊,,2022-09-29
21089130,extracting manufacturing knowledge,提取製造知識,,2022-09-29
21089131,extracting spatial information,提取空間資訊,,2022-09-29
21089132,extraction,提煉；萃取；選取；摘錄,,2022-09-29
21089133,extraction agent,萃取劑,,2022-09-29
21089134,extraction air,排氣；抽氣,,2022-09-29
21089135,extraction apparatus,萃取器,,2022-09-29
21089136,extraction back pressure turbine,背壓抽汽式汽輪機,,2022-09-29
21089137,extraction cell,萃取室,,2022-09-29
21089138,extraction channel,引出通道,,2022-09-29
21089139,extraction check valve,抽汽逆止閥；萃取節制閥,,2022-09-29
21089140,extraction chromatography,萃取層析法,,2022-09-29
21089141,extraction circuit,抽出電路,,2022-09-29
21089142,extraction coal,採煤,,2022-09-29
21089143,extraction column,萃取塔,,2022-09-29
21089144,extraction condensing turbine,凝汽抽汽式汽輪機,,2022-09-29
21089145,extraction conditions,萃取條件,,2022-09-29
21089146,extraction cycle,萃取循環,,2022-09-29
21089147,extraction distillation,萃取蒸餾,,2022-09-29
21089148,extraction efficiency,萃取效率,,2022-09-29
21089149,extraction electrode,引出電極,,2022-09-29
21089150,extraction factor,萃取因數,,2022-09-29
21089151,extraction fan,抽風機,,2022-09-29
21089152,extraction light emitting diode,擷取發光二極體,,2022-09-29
21089153,extraction magnet,引出磁鐵,,2022-09-29
21089154,extraction mark,擷取標誌,,2022-09-29
21089155,extraction mechanism,萃取機制,,2022-09-29
21089156,extraction metallurgy,萃取治金學,,2022-09-29
21089157,extraction natural gas,天然氣生產；天然氣採收,,2022-09-29
21089158,Extraction of hydrogen,脫氫,,2022-09-29
21089159,extraction of Intrinsic RF and AC performance,元件本質RF與AC效能參數萃取,,2022-09-29
21089160,extraction of model parameters,模型參數萃取,,2022-09-29
21089161,extraction of nitrogen,脫氮,,2022-09-29
21089162,extraction plant,提煉廠；萃取廠,,2022-09-29
21089163,extraction potential,抽（萃）取位能,,2022-09-29
21089164,extraction power,萃取能力；萃取本領,,2022-09-29
21089165,extraction pressure regulator,抽汽壓力調節器,,2022-09-29
21089166,extraction process,萃取製程,,2022-09-29
21089167,extraction separation,萃取分離,,2022-09-29
21089168,extraction slit,輸出縫；輸出口,,2022-09-29
21089169,extraction solvent,萃取溶劑,,2022-09-29
21089170,extraction steam system,萃取蒸汽系統,,2022-09-29
21089171,extraction steam turbine,抽汽式汽輪機,,2022-09-29
21089172,extraction system,擷取系統,,2022-09-29
21089173,extraction tool,萃取工具,,2022-09-29
21089174,extraction tower,萃取塔,,2022-09-29
21089175,extraction treatment,萃取處理,,2022-09-29
21089176,extraction tube,引出管,,2022-09-29
21089177,extraction voltage,引出電壓,,2022-09-29
21089178,extraction wells,抽氣井,,2022-09-29
21089179,extraction window,引出窗,,2022-09-29
21089180,extraction zone,萃取區,,2022-09-29
21089181,double solvent extraction,雙溶劑萃取,,
21089182,equal volume extraction,等體積萃取,,
21089183,"extraction, into solvent",溶劑萃取,,2022-09-29
21089184,"extraction, liquid",液體萃取,,2022-09-29
21089185,multiple-contact extraction,多次接觸萃取,,
21089186,"extraction, power",萃取功率,,2022-09-29
21089187,tracer scale extraction,示蹤劑標度萃取,,
21089188,extraction scrub column,萃取洗滌塔,,
21089189,extractive distillation,萃取蒸餾,,2022-09-29
21089190,extractive metallurgy,萃取冶金學,,2022-09-29
21089191,extractive power,萃取本領；可萃取能力,,2022-09-29
21089192,extractive solvent,萃取溶劑,,2022-09-29
21089193,extractor,萃取器,,2022-09-29
21089194,extractor vacuum gauge,萃取器真空計,,2022-09-29
21089195,mix-and-settle extractor,混合沉澱萃取器,,
21089196,"extractor, moisture",除濕器,,2022-09-29
21089197,extracurricular learning experience,課外學習經驗,,2022-09-29
21089198,extra delayed pulse,附加遲延脈衝；額外遲延脈衝,,
21089199,extra heavy duty rigid steel conduit{=EHDRS},超重責務厚鋼導管,,
21089200,extra high tension,超高張力,,
21089201,extra high vacuum,超高真空,,
21089202,extra high voltage generator,超高壓產生器,,
21089203,extra high voltage substation,超高壓變電所,,
21089204,extra high voltage transformer,超高壓變壓器,,
21089206,extra interpolation,超插入法；超插補法,,
21089207,extra light loading,特輕加載,,
21089208,extra low voltage{=ELV},特低電壓,,
21089210,extraman,機械手；超人（機械手代稱）,,2022-09-29
21089211,extraneous,外來的；附加的；無關的,,2022-09-29
21089212,extraneous conductive part,外部導電部分,,2022-09-29
21089213,extraneous emission,無關發射,,2022-09-29
21089214,extraneous interference,外來干擾,,2022-09-29
21089215,extraneous source,外源,,2022-09-29
21089216,extraneous wave,外界波,,2022-09-29
21089217,extranet,外聯網,,2022-09-29
21089218,extranuclear electron,核外電子,,2022-09-29
21089219,extranuclear field,核外場,,2022-09-29
21089220,extranuclear interaction,核外交互作用,,2022-09-29
21089221,extranuclear process,核外過程,,2022-09-29
21089222,extranuclear structure,核外構造,,2022-09-29
21089223,extraordinary,非常的；異常的,,2022-09-29
21089224,extraordinary rays,非常射線；非常光線,,2022-09-29
21089225,extraordinary wave,非常波；異常波,,2022-09-29
21089226,extrapolate,外推,,2022-09-29
21089227,extrapolated boundary,外推邊界,,2022-09-29
21089228,extrapolated cut off,外推截止,,
21089229,extrapolated design,延用設計,,2022-09-29
21089230,extrapolated leading edge,延伸前緣,,2022-09-29
21089231,extrapolated leading edge timing,延伸前緣定時,,2022-09-29
21089232,extrapolated power curve,外插功率曲線,,2022-09-29
21089233,extrapolated range,外推距離,,2022-09-29
21089235,extrapolated reliability,外推可靠度,,2022-09-29
21089236,extrapolated value,外推值,,2022-09-29
21089237,extrapolation,外推法；外插法,,2022-09-29
21089239,extrapolation chamber,外推延腔,,2022-09-29
21089240,extrapolation distance,外推距離,,2022-09-29
21089241,extrapolation ionization chamber,外推游離腔,,2022-09-29
21089242,extrapolation length,外推長度,,2022-09-29
21089243,extrapolation method,外推法,,2022-09-29
21089245,extra spin magnetic moment,額外自旋磁矩,,
21089246,extraterrestrial disposal,外太空處置,,2022-09-29
21089247,extraterrestrial radiation,外太空輻射,,2022-09-29
21089248,extraterrestrial solar radiation,大氣外日射,,2022-09-29
21089249,extrathermal ionization,超熱電離,,2022-09-29
21089250,extra urban cycle,額外城外循環,,
21089251,extrema,極限值,,2022-09-29
21089252,extremal control,非端控制；至極控制,,2022-09-29
21089253,extremal seeking system,終端尋求系統；終極尋找系統,,2022-09-29
21089254,extreme,極端的；非常的；極限值；外項,,2022-09-29
21089255,extreme and mean ratio,外內比；中末比,,2022-09-29
21089256,extreme case,極端狀況；極端情況,,2022-09-29
21089257,extreme contrast,極端對比,,2022-09-29
21089258,extreme critical frequency,極端臨界頻率,,2022-09-29
21089259,extreme emergency state [of an electric power system],（電力系統的）嚴重緊急狀態,,2022-09-29
21089260,extreme infrared radiation,極端紅外線輻射,,2022-09-29
21089261,extreme intensity measure,極端強度測量,,2022-09-29
21089262,extreme learning machine,極限學習機,,2022-09-29
21089263,extreme maximum relative humidity,極端最大相對溼度,,2022-09-29
21089264,extreme maximum temperature,極端最高溫度,,2022-09-29
21089265,extreme minimum relative humidity,極端最小相對溼度,,2022-09-29
21089266,extreme minimum temperature,極端最低溫度,,2022-09-29
21089267,extreme penalty,極刑,,2022-09-29
21089268,extreme point,極值點,,2022-09-29
21089269,extreme position,極限位置,,2022-09-29
21089270,extreme pressure additive,極壓添加劑,,2022-09-29
21089271,extreme pressure gear lubricant,極壓齒輪油,,2022-09-29
21089272,extreme range,最大射程,,2022-09-29
21089273,extreme range of a influencing factor,影響因數的極端範圍,,2022-09-29
21089274,extreme range of an influence quantity,影響量極端範圍,,2022-09-29
21089275,extreme temperature,極限溫度,,2022-09-29
21089276,extreme ultraviolet element,極紫外線元件,,2022-09-29
21089277,extreme ultraviolet light,極紫外光；EUV 光,,2022-09-29
21089278,extreme vacuum,極端真空,,2022-09-29
21089279,extreme value,極限值,,2022-09-29
21089280,extreme vector,極向量,,2022-09-29
21089281,extreme wind speed,極大風速,,2022-09-29
21089282,extremely high frequency{=EHF},至高頻,,2022-09-29
21089283,extremely inverse current relays,極反時限電流電驛,,2022-09-29
21089284,extremely inverse relay,極反時限繼電器,,2022-09-29
21089287,extremum,極值,,2022-09-29
21089288,extremum control,極值控制,,2022-09-29
21089289,extremum formulation,極值組合法,,2022-09-29
21089290,extrinsic,非固有的；非本徵的；外來的；附帶的,,2022-09-29
21089291,extrinsic conduction,外質傳導；外質電導,,2022-09-29
21089292,extrinsic conductivity,外質導電率,,2022-09-29
21089293,extrinsic forecast,外在預測,,2022-09-29
21089294,extrinsic gain,非本徵增益,,2022-09-29
21089295,extrinsic information transfer chart,外來資訊轉換圖,,2022-09-29
21089296,extrinsic loading,外加負載,,2022-09-29
21089297,extrinsic method,擠出法,,2022-09-29
21089298,extrinsic range,染質導電區；雜質導電區,,2022-09-29
21089299,extrinsic semiconductor,外質半導體；含雜質半導體,,2022-09-29
21089300,extrinsical,非固有的；非本徵的；外來的；附帶的,,2022-09-29
