ID,英文名稱,中文名稱,圖片,更新日期
136200,refueling,再加油,,2012-11-26
136201,refrigerator,冷凍機,,2012-11-26
136202,refrigeration tunnel,結冰測試風洞,,2012-11-26
136203,refrigerant,冷凍劑,,2012-11-26
136204,refractive index,折射率,,2012-11-26
136205,refractive error,折射誤差;屈光不正,,2012-11-26
136207,refraction dome,折光罩,,2012-11-26
136211,refraction error,折射誤差;屈光不正,,2012-11-26
136212,refraction,折射,,2012-11-26
136213,reflux,回流,,2012-11-26
136214,reflex ratio,反射率,,2012-11-26
136215,reflexed wing,反撓翼,,2012-11-26
136216,reflex circuit arrangement,反射電路配置,,2012-11-26
136217,reflex,反射,,2012-11-26
136218,reflex angle,反射角,,2012-11-26
136219,reflector; nuclear reactor,核子反應器之反射器,,2012-11-26
136220,reflectivity,反射性,,2012-11-26
136221,reflection suppression,反射消除,,2012-11-26
136222,reflection rainbow,反射虹,,2012-11-26
136223,reflection-plane model,反射式飛機風洞模型;半機風洞模型,,2012-11-26
136224,reflection-interference wave,反射干涉波,,2012-11-26
136225,refire time,再發射時間,,2012-11-26
136226,reflection,反射,,2012-11-26
136227,reference temperature,參考溫度,,2012-11-26
136228,refining,提煉,,2012-11-26
136229,reference pressure,參考壓力,,2012-11-26
136230,reference orbit,參考軌道,,2012-11-26
136231,reference line,參考線,,2012-11-26
136232,reference landing distance (RLD),參考著陸距離,,2012-11-26
136233,reference datum height (RDH),參考空層高度,,2012-11-26
136234,reference frame,基準座標系,,2012-11-26
136235,reference axis,參考軸,,2012-11-26
136236,reference area,參考面積,,2012-11-26
136237,re-entry vehicle,重返載具,,2012-11-26
136238,re-entry trajectory,重返彈道,,2012-11-26
136239,re-entry profile,重返剖面,,2012-11-26
136240,re-entry plasma,重返電槳,,2012-11-26
136241,re-entry corridor,重返走廊,,2012-11-26
136242,re-entry body,重返物體,,2012-11-26
136243,re-entry,重返大氣層;重返,,2012-11-26
136244,reentrant angle,凹角,,2012-11-26
136245,reel antenna,捲盤式天線,,2012-11-26
136246,red zone of intersection,紅色交叉區,,2012-11-26
136247,redundant structure,靜不定結構,,2012-11-26
136248,redundant design,餘贅設計,,2012-11-26
136249,redundancy,餘贅性;重覆性;靜不定性,,2012-11-26
136250,reducing gear,減速齒輪,,2012-11-26
136251,reducing flame,還原燄,,2012-11-26
136252,reducer,減速器,,2012-11-26
136253,reduced volume,訂正容積,,2012-11-26
136254,reduced thrust,減推力,,2012-11-26
136255,reduced temperature,訂正溫度,,2012-11-26
136256,reduced take-off and landing (RTOL),縮短起降,,2012-11-26
136257,reduced pressure,訂正壓力,,2012-11-26
136258,reduced modulus of elasticity,彈性折減模數,,2012-11-26
136259,reduced modulus,折合模數,,2012-11-26
136260,reduced mass,折合質量,,2012-11-26
136261,reduced equation,減比方程式;對比方程式,,2012-11-26
136262,reduced comfort boundary,降低舒適度,,2012-11-26
136263,redstone rocket,紅石火箭,,2012-11-26
136264,red snow,紅雪,,2012-11-26
136265,red out,紅視;紅昏,,2012-11-26
136266,red line,紅線標誌,,2012-11-26
136267,red bug,設定紅標,,2012-11-26
136268,red civil airway,紅色民用航路,,2012-11-26
136269,red cell mass,紅血球量,,2012-11-26
136270,recurvature,轉向,,2012-11-26
136271,red alert,緊急警戒,,2012-11-26
136272,rectilinear flying,直線飛行,,2012-11-26
136273,rectilinear flow,直線流動,,2012-11-26
136274,rectifier,整流器,,2012-11-26
136275,rectified altitude,校正高度,,2012-11-26
136276,rectification error,校正誤差,,2012-11-26
136277,rectified airspeed,校正空速,,2012-11-26
136278,rectification,整流;檢波;校正,,2012-11-26
136279,rectenna,校正天線,,2012-11-26
136280,rectangular wing,長方形機翼,,2012-11-26
136281,rectangular spar,匣形樑,,2012-11-26
136282,rectal fistula,直腸廔管,,2012-11-26
136283,recreational mode,休閒方式,,2012-11-26
136284,recovery voltage,恢復電壓,,2012-11-26
136285,recovery time,恢復時間,,2012-11-26
136286,recovery temperature,恢復溫度,,2012-11-26
136287,recovery percentage,回收率,,2012-11-26
136288,recovery of spacecraft,太空航具回收,,2012-11-26
136289,recovery net,回收網,,2012-11-26
136290,recovery footprint,回收地點,,2012-11-26
136291,recovery factor,回收因數,,2012-11-26
136292,recovery capsule,回收艙,,2012-11-26
136293,recovery,回收;恢復,,2012-11-26
136294,record observation,記錄觀測,,2012-11-26
136295,recording optical tracking instrument (ROTI),光學追蹤記錄儀,,2012-11-26
136296,recording barometer,自記氣壓表,,2012-11-26
136297,recording altimeter,自記高度表,,2012-11-26
136298,recorder; flight,飛行記錄器,,2012-11-26
136299,recorder,記錄器,,2012-11-26
136301,reconnaissance satellite,偵察衛星,,2012-11-26
136302,reconnaissance missile,偵察飛彈,,2012-11-26
136303,reconnaissance airplane,偵察機,,2012-11-26
136304,reconnaissance aircraft,偵察機,,2012-11-26
136305,reconnaissance (recon) (RC),偵察,,2012-11-26
136306,recompression,再加壓,,2012-11-26
136307,recommit,重標戰術行動,,2012-11-26
136308,recommended speed,建議速率,,2012-11-26
136309,recommended practice,建議措施,,2012-11-26
136310,recommended dietary allowances (RDA),營養攝取建議表,,2012-11-26
136311,recoil spring,制退簧;復進簧,,2012-11-26
136312,recognition light,識別燈,,2012-11-26
136313,reclearance in flight (RIF),飛航中重獲航管許可,,2012-11-26
136314,reckoning; dead,推測航行,,2012-11-26
136315,reciprocating type supercharger,往復式增壓器,,2012-11-26
136316,reciprocating engine,往復式發動機,,2012-11-26
136317,reciprocal bearing,反向方位,,2012-11-26
136318,receptor,感受器,,2012-11-26
136319,receptacle,插座;受油器,,2012-11-26
136320,receiving only (RON),僅可收報,,2012-11-26
136321,receiver,接收機,,2012-11-26
136322,reburn,再燃,,2012-11-26
136323,recalescent point,再熾點,,2012-11-26
136324,Reaumur temperature scale,列氏溫標 (R),,2012-11-26
136325,reattachment point,再附著點,,2012-11-26
136326,reattached flow,再附著流,,2012-11-26
136327,real passenger compartment,後客艙,,2012-11-26
136328,real fuselage upsweep,後機身上掠,,2012-11-26
136329,real time reconnaissance cockpit display system (RTRCDS),即時偵察座艙顯示系統,,2012-11-26
