ID,英文名稱,中文名稱,圖片,更新日期
17632699,walkie-talkie,步聲(收發信)機，步講機，步講無線電機,,2022-07-15
17632700,walk-in refrigerator,大型冷凍庫(室),,2022-07-15
17632701,walking barge,兩棲駁船,,2022-07-15
17632702,walking patient,步行病患,,2022-07-15
17632703,walking wounded,步行傷患,,2022-07-15
17632704,wall (telephone) set,牆裝電話機,,2022-07-15
17632705,wall and crown knot,索頭冠結,,2022-07-15
17632706,wall boobytrap,牆壁詭雷,,2022-07-15
17632707,wall header,護牆聯箱,,2022-07-15
17632708,wall insulator,壁裝絕緣器,,2022-07-15
17632709,wall sided,外舷壁直的,,2022-07-15
17632710,wall sided glacier,牆狀側面之冰河,,2022-07-15
17632711,wall tent,壁式帳幕,,2022-07-15
17632712,"wall, detonator",電雷管套,,2022-07-15
17632713,wall-out,滾壓完成,,2022-07-15
17632714,wallow course,車輛消毒場,,2022-07-15
17632715,wanted cargo,所需貨品,,2022-07-15
17632716,war air service program,戰爭空勤計畫,,2022-07-15
17632717,war chevron,大戰袖章,,2022-07-15
17632718,war claims commission,戰爭賠償委員會,,2022-07-15
17632719,war council,戰爭會議,,2022-07-15
17632720,war crime,戰爭罪行,,2022-07-15
17632721,War Department,戰爭部,,2022-07-15
17632722,war diary,戰鬥日誌，作戰日誌,,2022-07-15
17632723,war disables,傷殘人員,,2022-07-15
17632724,war emergency,戰爭緊急情報，緊急戰況，作戰緊急,,2022-07-15
17632725,war emergency power,作戰緊急兵力,,2022-07-15
17632726,war game,沙盤推演，兵棋推演,,2022-07-15
17632727,war gas,作戰毒氣,,2022-07-15
17632728,war gas poisoning,戰劑中毒,,2022-07-15
17632729,war materiel procurement capability,作戰軍品購辦能力,,2022-07-15
17632730,war materiel requirement,作戰軍品需要量,,2022-07-15
17632731,war meridian,戰時子午線,,2022-07-15
17632732,war noon,戰時正午,,2022-07-15
17632733,war of attrition,消耗戰,,2022-07-15
17632734,war of movement,運動戰,,2022-07-15
17632735,war of position,陣地戰,,2022-07-15
17632736,War of Posts,駐地戰,,2022-07-15
17632737,war patrol,作戰巡航,,2022-07-15
17632738,war plan,戰爭計畫,,2022-07-15
17632739,war potential,戰爭潛力,,2022-07-15
